State,Year,(R01) Total Revenue,(R02) Total Rev-Own Sources,(R03) General Revenue,(R04) Gen Rev-Own Sources,(R05) Total Taxes,(E001) Total Expenditure,(E002) Total IG Expenditure,(E003) Direct Expenditure,(E024) Total Educ-Direct Exp,(E025) Total Educ-Cur Oper,(E026) Total Educ-Cap Outlay,(E027) Elem Educ-Direct Exp,(E028) Elem Educ-Current Oper (E12),(E029) Elem Educ-Cap Outlay,(E030) Total High Ed-Dir Exp,(E031) Total High Ed-Cur Oper,(E032) High Ed-Aux-Cur Oper (E16),(E033) High Ed-NEC-Cur Oper (E18),(E034) Total High Ed-Cap Out,(E035) Total Other Education,(E036) Educational Assistance (E19),(E037) Educ-NEC-Direct Expend,(E038) Educ-NEC-Current Oper (E21),(E039) Educ-NEC-Cap Outlay,(E052) Health & Hosp-Dir Exp,(E053) Health & Hosp-Cur Oper,(E054) Health & Hosp-Cap Out,(E055) Health-Direct Expend,(E056) Health-Current Oper (E32),(E057) Health-Capital Outlay,(E058) Total Hospital-Dir Exp,(E059) Total Hospital-Cur Op,(E060) Total Hospital-Cap Out,(E061) Own Hospital-Total Exp,(E062) Own Hospital-Cur Oper (E36),(E063) Own Hospital-Cap Out,(E064) Hosp-Other-Direct Exp,(E074) Hous & Com-Direct Exp,(E075) Hous & Com-Cur Oper (E50),(E076) Hous & Com-Cap Outlay,(E090) Public Welf-Direct Exp,(E091) Public Welf-Cur Oper,(E092) Public Welf-Cash Asst,(E093) Welf-Categ-Cash Assist (E67),(E094) Welf-Cash-Cash Assist (E68),(E095) Public Welf-Cap Outlay
Michigan,2002,57884892,42724153,53867540,38706801,28805737,64593301,25120716,39472585,8682659,7231062,1170763,0,0,0,8070844,6902515,746589,6155926,1168329,611815,280834,330981,328547,2433,3054168,3042844,11324,906114,897027,9087,2148054,2145817,2237,2148054,2145817,2237,0,68132,68132,0,11947952,11250464,636689,572589,64100,60798
Michigan,2003,64505469,48762445,55403033,39660010,29302720,65715900,25571787,40144113,8303522,6972403,1012712,0,0,0,7758223,6746977,821514,5925464,1011246,545299,318408,226891,225425,1466,3218158,3208104,10054,1063386,1055296,8089,2154772,2152807,1964,2154772,2152807,1964,0,341321,341321,0,11192963,10450123,683704,589255,94449,59136
Michigan,2004,69708967,52897168,56306924,39495125,28416043,65859823,23883704,41976120,9717474,7749919,1241886,694592,614746,79845,8169212,7007926,778041,6229886,1161285,853670,725669,128002,127246,755,3707548,3695796,11752,1433051,1423105,9946,2274497,2272692,1806,2274497,2272692,1806,0,482767,482767,0,11898639,11151808,689819,615806,74012,57012
Michigan,2005,67333015,51564877,55480284,39712146,28550278,62577642,23432197,39145445,9529194,7569995,1252476,706722,639032,67690,7945492,6761332,750428,6010904,1184160,876980,706722,170258,169632,626,3031384,3028568,2817,712387,709663,2725,2318997,2318905,92,N/A,N/A,N/A,N/A,589222,589098,124,11245659,10686754,558422,540452,17970,483
Michigan,2006,67501301,52744729,54156470,39399898,27880669,62530445,22819459,39710985,9773713,7699615,1303742,758075,665298,92776,8069308,6859166,780577,6078589,1210142,946330,770357,175973,175150,823,3160193,3157660,2532,764323,761842,2482,2395869,2395819,51,N/A,N/A,N/A,N/A,567856,567852,4,10733840,10202322,531285,528354,2931,234
Michigan,2007,70740891,55785264,54401560,39445932,27262011,62324886,22171213,40153673,9625249,7938318,903906,768159,709728,58431,7905116,7059808,851104,6208704,845308,951974,783025,168949,168782,167,3283455,3281113,2342,933936,931924,2012,2349520,2349189,330,N/A,N/A,N/A,N/A,574952,574952,0,11243784,10680019,563534,525923,37611,232
Michigan,2008,47119771,32408034,54290219,39578483,27280933,62367632,21487852,40879780,9739477,7925031,986462,44022,44022,0,8721726,7735730,1007921,6727808,985997,973729,827984,145745,145280,466,3587545,3583333,4212,1056815,1052663,4151,2530731,2530670,61,N/A,N/A,N/A,N/A,568281,568281,0,11491833,11004472,487281,450110,37170,80
Michigan,2009,58653148,40632559,54835754,36815165,25142468,65179861,21716599,43463262,9422719,7795615,688876,44042,43819,223,8286573,7598479,916919,6681560,688095,1092103,938228,153875,153317,558,3715440,3714520,920,1101825,1101016,809,2613615,2613503,112,N/A,N/A,N/A,N/A,594612,594612,0,12518178,12017377,500685,457299,43386,116
Michigan,2010,71855324,50629697,57250250,36024623,24140036,69464722,21097811,48366911,10329256,7865812,1471888,66937,66937,0,9117676,7646023,908601,6737423,1471653,1144643,991556,153087,152852,235,3760939,3758532,2408,1068321,1066143,2178,2692618,2692389,229,N/A,N/A,N/A,N/A,731650,731642,8,12782590,12263122,519112,502801,16311,355
Michigan,2011,68197296,47213636,57962806,36979146,25100977,66497091,20945680,45551412,10040963,7793938,1367672,44411,44411,0,8978407,7611160,927754,6683407,1367247,1018145,879352,138793,138367,426,3734314,3733374,940,1077532,1076681,851,2656781,2656693,89,N/A,N/A,N/A,N/A,886410,886410,0,12718782,12160343,558225,502238,55987,214
Michigan,2012,66055007,47416468,54585217,35946678,24693090,63722676,19636243,44086433,10354601,7986048,1472562,54753,54751,2,9263171,7791048,999062,6791986,1472123,1036677,895990,140687,140249,438,4017028,4015960,1068,1206769,1205783,986,2810259,2810176,83,N/A,N/A,N/A,N/A,880383,880383,0,12376992,11973757,402740,370179,32561,494
Michigan,2013,67707491,49385870,55439516,37117895,25519797,64042191,19727579,44314612,10128407,7996187,1202447,40830,40830,0,9032977,7830687,934960,6895727,1202290,1054600,929773,124827,124670,158,4349505,4346566,2939,1215420,1214231,1188,3134086,3132335,1751,N/A,N/A,N/A,N/A,775564,775050,514,12305981,11980170,325330,296252,29078,481
Michigan,2014,69513363,51562409,55196447,37245493,25130399,64285432,19802780,44482652,10601909,8125758,1514199,31042,31042,0,9369222,7855513,966165,6889348,1513709,1201646,961952,239693,239203,491,4399408,4391968,7440,1173344,1171510,1834,3226064,3220458,5606,N/A,N/A,N/A,N/A,615881,615881,0,12801652,12473284,328232,228896,99336,136
Michigan,2015,66961892,46474541,59727638,39240287,26957337,67661561,20487354,47174207,10547934,8354329,1204999,23009,23009,0,9351555,8146582,986989,7159593,1204973,1173370,988606,184764,184738,26,4632327,4626575,5752,1209410,1207783,1627,3422917,3418792,4125,N/A,N/A,N/A,N/A,618940,618940,0,15296481,15058630,237738,188231,49507,113
Minnesota,1977,17150624,13428624,15127102,11405102,9721471,16261404,7030640,9230764,2574458,2151309,259362,0,0,0,2221514,1979769,211825,1767943,241746,352944,163788,189156,171540,17616,839650,806480,33171,181111,179312,1799,658540,627168,31372,645926,614555,31372,12614,10431,10306,125,1538131,1527970,3602,0,3602,6559
Minnesota,1978,17446956,13758226,15624477,11935747,10030894,16263848,7126407,9137442,2543552,2151540,238791,0,0,0,2202015,1973806,205525,1768281,228209,341537,153221,188316,177734,10582,843141,796824,46316,125772,124274,1498,717369,672550,44819,707761,662942,44819,9608,11502,11502,0,1755387,1748069,1705,0,1705,5613
Minnesota,1979,17355811,13783505,15680803,12108497,10230780,15600436,6577640,9022796,2290518,1982905,187188,0,0,0,2014249,1836275,208115,1628160,177975,276268,120425,155844,146631,9213,854195,794905,59290,134679,131355,3323,719516,663550,55967,710715,654748,55967,8802,58774,58614,160,1640161,1626939,1619,0,1619,11603
Minnesota,1980,16396008,12730131,15109929,11444052,9211968,15584086,6435023,9149063,2248808,1943053,196014,0,0,0,1979802,1790062,192746,1597316,189740,269006,109741,159264,152991,6273,898044,843145,54899,180179,178427,1752,717865,664718,53148,709440,656293,53148,8425,58130,58130,0,1605738,1589340,7717,0,7717,8681
Minnesota,1981,17546045,13633659,14789206,10876820,8796814,15775854,6138860,9636994,2265267,1970005,168629,0,0,0,1987582,1819839,201345,1618495,167742,277685,126633,151052,150166,887,903739,858870,44869,194038,192570,1468,709700,666299,43401,701085,657684,43401,8615,57510,57510,0,1813467,1788412,17957,0,17957,7097
Minnesota,1982,17339211,13792029,14969473,11422291,9331767,17007967,7409404,9598562,2385192,2079118,182547,0,0,0,2113470,1936699,217741,1718958,176770,271722,123526,148196,142419,5777,888880,851989,36891,162048,161321,727,726832,690668,36164,719092,682928,36164,7739,29953,29953,0,1924787,1889126,19733,0,19733,15928
Minnesota,1983,19214273,15623939,16278401,12688067,10279025,15457673,5357417,10100256,2320285,2078377,118273,0,0,0,2040581,1932467,221187,1711279,108114,279704,123634,156070,145911,10159,898506,875380,23126,158549,157845,704,739957,717536,22421,733753,711332,22421,6204,35222,35222,0,2000400,1982243,13307,0,13307,4850
Minnesota,1984,20133641,16379905,17848368,14094632,11582028,17192139,6570862,10621277,2703568,2288065,227089,0,0,0,2330276,2127502,214736,1912766,202774,373292,188414,184878,160562,24315,922694,914210,8484,180502,178855,1647,742192,735355,6837,738503,731666,6837,3689,42282,42282,0,2080236,2067943,6114,0,6114,6180
Minnesota,1985,20658292,16688407,18196242,14226357,11516039,17888642,6450534,11438108,2582311,2203025,204993,0,0,0,2233647,2056686,229138,1827549,176961,348664,174293,174370,146338,28032,1058047,956994,101054,218397,215192,3205,839650,741802,97849,837108,739260,97849,2542,51890,51890,0,2236026,2221136,5859,0,5859,9031
Minnesota,1986,20631277,16487794,17467666,13324183,10593224,18557497,6756137,11801360,2749538,2358220,193160,0,0,0,2368901,2197500,242384,1955116,171400,380637,198158,182479,160720,21760,1089260,1004935,84325,213666,212115,1551,875594,792820,82774,873356,790581,82774,2238,39082,39034,48,2255959,2241413,5000,0,5000,9546
Minnesota,1987,22205209,18045995,18430626,14271411,11572151,19205379,7174836,12030543,2876927,2417133,234284,0,0,0,2479181,2256068,274658,1981410,223113,397746,225510,172236,161065,11171,1124940,1050259,74681,233887,232529,1358,891052,817730,73323,889114,815791,73323,1938,38713,38713,0,2347897,2333647,5160,0,5160,9091
Minnesota,1988,23044496,18633199,19585620,15174323,12406770,19329365,7255729,12073636,2727292,2289452,211164,0,0,0,2323838,2116075,254333,1861741,207764,403454,226677,176777,173377,3400,1159666,1135963,23704,267332,264195,3138,892334,871768,20566,890661,870095,20566,1673,70069,70069,0,2392297,2381686,4869,0,4869,5742
Minnesota,1989,23687980,19508783,19614642,15435445,12234129,20231179,7759323,12471856,2852645,2379203,269012,0,0,0,2414056,2190070,255057,1935013,223987,438588,204429,234159,189134,45026,1385582,1360145,25437,314437,310186,4251,1071145,1049959,21186,1069396,1048210,21186,1749,56905,56815,90,2513913,2490324,6034,0,6034,17555
Minnesota,1990,24002788,19667547,19932281,15597041,12366328,20592488,7756923,12835566,2949763,2500373,237851,0,0,0,2504731,2303192,227350,2075843,201539,445032,211538,233493,197181,36312,1284797,1257169,27628,371894,365374,6519,912904,891795,21108,911047,889938,21108,1857,57586,57577,9,2661139,2645587,1647,0,1647,13905
Minnesota,1991,23843327,19314961,20260342,15731976,12269716,22153530,8497032,13656498,3237845,2757082,242450,0,0,0,2749427,2557563,293405,2264158,191864,488419,238313,250105,199519,50586,1337540,1293937,43603,403648,396429,7218,933892,897508,36384,932034,895649,36384,1859,29178,28997,181,3053517,2942914,82632,81921,712,27970
Minnesota,1992,25493190,20577579,20858248,15942637,12585361,22850562,7996384,14854178,3068823,2584115,229104,0,0,0,2592429,2406072,287519,2118554,186357,476394,255603,220791,178043,42748,1360557,1345079,15478,443490,436106,7384,917067,908973,8094,915487,907393,8094,1580,16693,16439,253,4207733,3389073,804255,804255,0,14405
Minnesota,1993,26645912,21319566,21974056,16647710,13347267,23447593,7879351,15568243,3245466,2708980,263706,0,0,0,2736205,2491370,283413,2207957,244834,509262,272781,236481,217609,18871,1377021,1351482,25539,471618,464722,6896,905403,886760,18643,904047,885404,18643,1356,15066,15033,33,4524996,3656549,855953,855953,0,12494
Minnesota,1994,27478617,21925074,22729692,17176149,13835584,24434598,8601956,15832641,3261181,2715300,236931,0,0,0,2717897,2501774,283987,2217787,216124,543284,308951,234333,213526,20807,1340736,1317170,23566,456477,447300,9177,884259,869870,14389,882975,868586,14389,1284,15216,15216,0,4951594,4099495,835050,835050,0,17049
Minnesota,1995,28443098,22892091,23655629,18104623,14507005,25459092,8753613,16705479,3481262,2904040,286284,0,0,0,2942132,2673300,296699,2376601,268832,539130,290938,248191,230740,17451,1380605,1353743,26862,471572,459550,12022,909033,894193,14840,907854,893014,14840,1179,25725,25622,103,5279453,4469302,766280,766280,0,43870
Minnesota,1996,31005976,25537781,24460529,18992334,15472793,26172005,9166882,17005122,3352854,2770715,270112,0,0,0,2841648,2578830,322651,2256178,262818,511206,312027,199179,191886,7293,1420359,1400529,19830,505082,496556,8526,915277,903973,11304,915277,903973,11304,0,21809,21797,12,5550165,4837627,701131,701131,0,11407
Minnesota,1997,33790251,28435990,25410962,20056700,16573866,27235932,10251731,16984201,3532029,2939158,276022,0,0,0,2986497,2713509,211254,2502256,272987,545532,316848,228684,225649,3035,1128796,1091133,37663,495553,473991,21562,633243,617142,16101,633243,617142,16101,0,29522,29504,18,5448628,4745776,692977,692977,0,9875
Minnesota,1998,35637990,29911199,25964514,20237724,16727770,26781906,8756721,18025185,3964556,3351800,297573,0,0,0,3355678,3063139,324015,2739124,292539,608878,315183,293695,288661,5034,847893,819746,28147,510745,488284,22461,337147,331462,5685,337147,331462,5685,0,67271,66930,340,5890533,5279778,574221,574221,0,36534
Minnesota,1999,35693659,29939517,27217699,21463557,17757336,29004826,9965531,19039295,4153243,3480714,343153,0,0,0,3478169,3140967,326856,2814112,337201,675074,329377,345698,339747,5951,738534,718213,20321,434657,417339,17318,303877,300874,3003,303877,300874,3003,0,53545,53350,195,6209350,5726950,455310,455310,0,27091
Minnesota,2000,37009533,30883597,28865085,22739149,18359227,32106038,10474544,21631494,4293512,3562218,368878,0,0,0,3597045,3237688,357099,2880589,359357,696467,362416,334051,324530,9521,770709,747807,22902,464252,446635,17617,306457,301171,5285,306457,301171,5285,0,42224,42165,59,6575393,6137742,418948,418948,0,18703
Minnesota,2001,34977710,28311345,29108902,22442537,18113646,32939068,10969607,21969460,4516257,3730227,404570,0,0,0,3760868,3360318,367676,2992641,400551,755388,381460,373929,369910,4019,746835,733385,13450,464243,454952,9291,282592,278433,4160,282592,278433,4160,0,43537,43450,87,7097346,6645817,438215,438215,0,13314
Minnesota,2002,29562574,22412623,28865742,21715790,17422576,35167326,10897594,24269732,4606269,3731372,447737,0,0,0,3882266,3438263,353042,3085221,444003,724003,427160,296843,293109,3734,712469,700702,11767,440078,430943,9135,272390,269759,2631,272390,269759,2631,0,75571,75560,12,7998855,7521040,461240,461240,0,16575
Minnesota,2003,32971521,25265603,29720501,22014582,18009797,37225212,12389898,24835315,4725579,3894191,393507,0,0,0,3815820,3452873,317732,3135141,362948,909759,437881,471878,441318,30560,812818,802788,10029,549556,541270,8287,263261,261519,1743,263261,261519,1743,0,57863,57857,6,9268413,8711303,545836,545836,0,11274
Minnesota,2004,37275559,29270686,30385658,22380785,18488231,35416226,12093203,23323022,4632119,3838172,357252,0,0,0,3776219,3438380,315302,3123079,337839,855900,436695,419205,399792,19413,793073,785500,7574,471550,467519,4030,321524,317980,3543,321524,317980,3543,0,65657,65636,21,8534328,8009936,513077,513077,0,11315
Minnesota,2005,38499869,30520360,31298886,23319377,19273415,35874130,12268103,23606027,4670424,3928363,293628,0,0,0,3783774,3503058,318867,3184191,280716,886650,448433,438217,425305,12912,816092,807743,8350,491571,488113,3458,324522,319629,4892,N/A,N/A,N/A,N/A,72912,72890,22,9219817,8622987,582574,582574,0,14256
Minnesota,2006,40805787,32974715,32479368,24648296,20376188,36106915,12776977,23329937,5023472,4244049,330013,0,0,0,4000146,3712166,324958,3387208,287980,1023326,449409,573916,531883,42033,795139,786860,8279,450282,446460,3822,344857,340400,4457,N/A,N/A,N/A,N/A,73571,73541,29,8542586,8122107,402688,133322,269366,17792
Minnesota,2007,44276841,36640036,32538223,24901419,20311471,36443245,12215662,24227583,5283373,4268365,499587,0,0,0,4191628,3734006,340218,3393788,457622,1091745,515421,576324,534359,41965,876916,867589,9327,502193,499171,3021,374723,368418,6305,N/A,N/A,N/A,N/A,73319,73279,40,8946495,8547175,381592,108307,273285,17728
Minnesota,2008,32703391,24715998,32675620,24688226,20168612,37741112,12317223,25423889,5601406,4550513,540727,0,0,0,4564721,4040770,355450,3685320,523951,1036686,510166,526519,509743,16776,980722,968056,12665,535193,527898,7295,445529,440159,5370,N/A,N/A,N/A,N/A,98257,98213,44,9234429,8833128,385789,84950,300839,15512
Minnesota,2009,25168249,16322655,32086054,23240460,18959525,40113472,12372728,27740744,6013628,4822094,668209,0,0,0,4927939,4291891,446248,3845643,636048,1085689,523325,562364,530203,32160,941555,934551,7004,536207,532393,3814,405348,402158,3191,N/A,N/A,N/A,N/A,90805,90650,156,10284691,9836492,429048,148248,280801,19150
Minnesota,2010,43378596,32462495,34221337,23305237,18705270,41200365,11334391,29865974,5882661,4853340,437738,0,0,0,4755167,4335099,446207,3888892,420068,1127494,591583,535911,518240,17671,750080,746367,3713,491779,489849,1929,258302,256518,1784,N/A,N/A,N/A,N/A,87630,87563,67,11088078,10524864,552438,144863,407575,10776
Minnesota,2011,48137181,37790435,35247863,24901116,19970588,40554965,11698590,28856375,5694276,4781862,403814,0,0,0,4642174,4269588,522160,3747428,372585,1052102,508600,543502,512274,31228,768594,762066,6529,464863,460861,4002,303732,301205,2527,N/A,N/A,N/A,N/A,89239,89190,50,10892295,10502531,361152,237322,123830,28612
Minnesota,2012,39800282,29760637,35264680,25225035,21225283,39860965,11183572,28677393,5521571,4551783,450975,0,0,0,4533315,4103530,508555,3594975,429785,988256,518813,469442,448253,21190,817695,811876,5819,263722,263580,142,553973,548296,5677,N/A,N/A,N/A,N/A,49733,49729,3,11975087,11332868,608176,263617,344559,34043
Minnesota,2013,47586598,38771314,36432199,27616915,23294601,40646385,13202061,27444325,5772737,4677276,542973,0,0,0,4729251,4216590,519861,3696729,512661,1043485,552488,490998,460685,30312,623171,617780,5390,353415,350539,2876,269756,267242,2514,N/A,N/A,N/A,N/A,54503,54502,1,11025470,10420964,587746,246864,340882,16760
Minnesota,2014,49868442,40746568,37079543,27957669,23273419,42190770,12635833,29554937,5750843,4839441,337533,0,0,0,4682082,4362670,532424,3830246,319412,1068761,573868,494893,476771,18121,683622,678547,5075,379048,377528,1521,304574,301020,3554,N/A,N/A,N/A,N/A,111832,111793,39,11827241,11286482,526821,200642,326179,13939
Minnesota,2015,47213269,35959378,40429469,29175578,24439253,43233851,12827108,30406743,5577128,4680273,310027,0,0,0,4692019,4382708,530138,3852570,309311,885109,586828,298281,297565,716,691275,687396,3879,384919,383096,1823,306356,304300,2056,N/A,N/A,N/A,N/A,106226,106170,56,12465137,11914485,505155,187971,317184,45497
Mississippi,1977,7942139,5631751,6881253,4570865,3790907,7517377,2358077,5159301,1235883,961307,135639,15011,15011,0,941896,820040,177767,642273,121856,278976,138937,140039,126257,13783,387773,365902,21871,93575,91748,1827,294198,274154,20045,293678,273633,20045,520,0,0,0,896937,780435,113361,113361,0,3141
Mississippi,1978,8514919,5941849,7359338,4786268,3977476,7487567,2514005,4973562,1123486,941779,55706,14995,14995,0,839226,791884,179337,612547,47342,269265,126001,143264,134900,8365,448329,430375,17954,128509,125837,2672,319820,304538,15283,319257,303974,15283,563,0,0,0,1049407,945312,101706,101706,0,2388
Mississippi,1979,8480514,5957674,7238901,4716060,3906151,7728997,2509393,5219604,1181448,1012627,64344,13323,13323,0,933951,878788,178155,700633,55164,234173,104477,129697,120516,9180,479052,437388,41664,132413,129700,2713,346639,307688,38951,346117,307166,38951,522,333,333,0,1147799,986471,159559,159559,0,1769
Mississippi,1980,8298100,5625296,7140448,4467644,3618341,7739920,2463222,5276697,1130528,961084,43817,12708,12708,0,875131,836437,160009,676428,38694,242689,125628,117062,111939,5123,472354,434826,37529,144580,127060,17520,327774,307765,20008,327319,307311,20008,454,259,259,0,1106501,937874,168009,168009,0,618
Mississippi,1981,7960548,5589518,6877183,4506152,3641940,7782118,2464552,5317566,1215185,956537,148330,12836,12836,0,980653,836602,158595,678007,144051,221696,110319,111377,107098,4279,480010,459482,20528,135204,133616,1588,344806,325866,18941,343508,325321,18187,1299,0,0,0,1079350,918048,160178,160178,0,1124
Mississippi,1982,8021969,5872984,6779288,4630303,3681284,7463815,2328730,5135085,1110337,944843,65441,12055,12055,0,895377,836044,154724,681319,59333,202906,100053,102853,96745,6108,481127,460488,20639,134589,133010,1579,346539,327479,19060,345949,326943,19006,589,0,0,0,1081191,936807,143819,143819,0,565
Mississippi,1983,7963045,5942114,6623742,4602811,3659473,7454078,2308903,5145175,1038672,907801,58583,10463,10463,0,844621,793279,140868,652411,51342,183588,72288,111300,104059,7241,498918,489538,9381,155491,153252,2239,343427,336286,7141,342856,335767,7089,571,236,236,0,1010418,875554,134357,134357,0,507
Mississippi,1984,8306577,6184996,7059826,4938246,3970872,7644747,2431562,5213185,1063052,932163,57464,8488,8488,0,861930,810539,142491,668048,51391,192634,73425,119209,113136,6073,530973,523445,7528,171834,168859,2975,359139,354586,4553,358603,354050,4553,536,217,217,0,1090559,960375,129565,129565,0,618
Mississippi,1985,8640831,6359922,7276310,4995400,3990516,7844932,2526929,5318003,1080535,969029,39231,12049,12049,0,878558,843807,152178,691629,34751,189929,72275,117654,113173,4480,531070,522459,8611,163872,161592,2280,367198,360867,6331,366654,360323,6331,544,392,392,0,1060464,933794,125557,125557,0,1112
Mississippi,1986,9587963,7053418,7755670,5221126,4146349,8294920,2675483,5619437,1145129,1026919,40576,17770,17770,0,916330,879275,149301,729973,37056,211029,77634,133396,129875,3521,558179,550887,7292,175875,173706,2169,382305,377181,5123,382305,377181,5123,0,595,595,0,1091405,934217,156885,156885,0,303
Mississippi,1987,9208388,6775936,7548080,5115628,4054718,8253885,2808737,5445148,1125363,988096,66540,7392,7392,0,922374,859387,154205,705182,62987,195597,70727,124870,121317,3553,528519,510649,17870,162976,158799,4177,365542,351849,13693,365542,351849,13693,0,655,655,0,1131053,965408,165194,165194,0,451
Mississippi,1988,9237021,6720774,7843103,5326856,4260003,8305032,2788234,5516798,1126302,968837,65954,0,0,0,890946,831327,162941,668386,59619,235356,91511,143845,137510,6335,555565,541322,14243,178642,175797,2845,376923,365525,11398,376923,365525,11398,0,661,661,0,1231889,1056062,171688,171688,0,4139
Mississippi,1989,9595140,7064448,8005394,5474703,4352431,8655788,2919812,5735976,1196055,1007429,89164,0,0,0,948106,866624,157507,709117,81482,247948,99461,148487,140805,7682,573113,556417,16696,184768,180580,4188,388345,375836,12508,388345,375836,12508,0,659,659,0,1301397,1125441,168100,168100,0,7856
Mississippi,1990,9813409,7084552,8202446,5473589,4344785,8772552,3066733,5705819,1244834,1073183,99261,0,0,0,994837,899655,161527,738128,95182,249998,72391,177607,173528,4078,575039,551664,23375,192276,188924,3351,382763,362739,20024,382763,362739,20024,0,843,843,0,1255708,1138206,110326,110326,0,7176
Mississippi,1991,10083645,6880003,8612213,5408571,4282379,8999135,2831650,6167485,1249262,1085550,99330,0,0,0,1015198,919826,165905,753921,95372,234064,64383,169681,165724,3957,604409,588519,15890,206388,204560,1827,398021,383959,14063,398021,383959,14063,0,1149,1149,0,1501471,1380232,115512,115512,0,5727
Mississippi,1992,10435825,6926552,8936320,5427047,4213922,9734227,2981868,6752359,1265461,1105237,91359,0,0,0,1026811,940106,185917,754189,86705,238651,68865,169786,165131,4654,619755,604745,15010,211308,206291,5017,408446,398454,9993,408446,398454,9993,0,2306,2211,95,1938358,1824289,109067,109067,0,5002
Mississippi,1993,11817400,8050618,9892040,6125257,4893602,10226810,3192283,7034527,1185393,989422,117664,0,0,0,939311,828779,172532,656247,110532,246083,78307,167775,160643,7132,640879,616679,24200,204996,199434,5562,435883,417245,18638,435883,417245,18638,0,1740,1740,0,2042708,1935602,102647,102647,0,4458
Mississippi,1994,12309772,8320439,10566939,6577606,5318446,10814606,3311580,7503026,1418376,1214936,115914,0,0,0,1144096,1034419,181065,853354,109677,274279,87525,186754,180517,6237,684271,667179,17092,239530,236558,2972,444741,430621,14120,444741,430621,14120,0,4942,4867,75,2306889,2158360,144673,144673,0,3856
Mississippi,1995,12909538,8933602,10973262,6997325,5597651,11530330,3544227,7986103,1513940,1311474,112877,0,0,0,1231268,1125244,172030,953214,106023,282672,89589,193083,186229,6854,786486,756216,30269,243650,236928,6722,542836,519288,23548,542836,519288,23548,0,5890,5823,67,2321875,2237951,79600,79600,0,4325
Mississippi,1996,13391480,9318439,11270954,7197913,5831801,12412601,3786273,8626328,1541509,1287952,144092,0,0,0,1247793,1116960,156416,960544,130832,293717,109464,184252,170992,13260,881641,845537,36104,307454,299530,7925,574187,546008,28179,574187,546008,28179,0,6756,6746,9,2388915,2316924,65507,65507,0,6485
Mississippi,1997,13881960,9593202,11658905,7370146,5931404,13299149,3966068,9333081,1637269,1311989,203740,0,0,0,1337737,1148937,156127,992810,188800,299532,121540,177992,163051,14940,932079,887291,44788,308790,303315,5474,623290,583976,39314,623290,583976,39314,0,6752,6724,28,2587546,2510178,69630,69630,0,7738
Mississippi,1998,15425798,11140482,12210344,7925028,6165096,13575165,4182241,9392924,1818320,1354050,291128,0,0,0,1463788,1186453,171129,1015324,277335,354532,173142,181391,167597,13794,984752,938121,46631,306937,293642,13295,677815,644478,33337,677815,644478,33337,0,12011,11979,32,2540300,2491020,40568,40568,0,8713
Mississippi,1999,15223885,10815626,12764016,8355757,6507046,14122588,4294582,9828007,1813531,1476108,151365,0,0,0,1428433,1298210,166418,1131792,130223,385099,186058,199040,177898,21142,939337,887313,52024,322737,297727,25011,616600,589586,27014,616600,589586,27014,0,7251,7246,6,2864885,2831505,23219,23219,0,10161
Mississippi,2000,16766046,11990493,13262707,8487155,6485063,15102159,4470591,10631568,2020136,1586152,240912,0,0,0,1584514,1394612,184994,1209618,189901,435623,193073,242550,191539,51011,1168874,1119113,49761,344662,327110,17552,824212,792003,32209,824212,792003,32209,0,5836,5829,7,3158509,3131088,22467,22467,0,4954
Mississippi,2001,15648942,10487812,13811592,8650462,6356340,15695078,4489038,11206041,2051025,1604580,241895,0,0,0,1612026,1417902,194598,1223305,194124,438999,204551,234449,186677,47771,1224738,1163112,61626,300942,278994,21948,923796,884119,39677,923796,884119,39677,0,5689,5677,12,3562501,3532955,25346,25346,0,4200
Mississippi,2002,14561530,8587233,14549824,8575527,6230299,16788074,4554031,12234043,2236787,1777310,264804,0,0,0,1832778,1572247,187056,1385191,260530,404009,194673,209336,205063,4274,1177973,1093885,84088,301815,283231,18585,876158,810655,65503,876158,810655,65503,0,4315,4277,38,4234308,4200516,29409,29409,0,4383
Mississippi,2003,17252031,10700035,15294080,8742084,6439577,17393551,4721765,12671785,2117938,1787546,164686,0,0,0,1762916,1602842,192114,1410728,160074,355022,165706,189316,184705,4612,1172369,1132492,39877,312786,293323,19464,859582,839169,20413,859582,839169,20413,0,3814,3761,53,4508372,4458765,45719,45719,0,3889
Mississippi,2004,19261335,12454703,15302851,8496219,6430112,17896462,4868881,13027581,2166308,1822611,178590,0,0,0,1799005,1630304,198681,1431623,168701,367302,165108,202195,192306,9888,1189554,1159364,30190,317083,300931,16152,872471,858433,14038,872471,858433,14038,0,4917,4875,43,4738637,4703685,32693,32693,0,2260
Mississippi,2005,18833139,11831370,15555058,8553289,6592485,17845770,4861441,12984329,2185389,1805036,215696,0,0,0,1830993,1623685,163742,1459943,207308,354396,164657,189739,181350,8388,1215604,1195311,20293,308540,295880,12659,907064,899430,7634,N/A,N/A,N/A,N/A,6952,6910,41,4915652,4888797,23301,23301,0,3555
Mississippi,2006,20860763,12662510,17170205,8971952,7041854,19155459,5674677,13480782,2217336,1778920,273937,0,0,0,1862246,1590968,167786,1423182,271277,355090,164480,190611,187951,2659,1211050,1189671,21379,310684,302984,7700,900366,886687,13679,N/A,N/A,N/A,N/A,12891,12827,65,4368721,4340394,26660,26660,0,1667
