State,Year,(R01) Total Revenue,(R02) Total Rev-Own Sources,(R03) General Revenue,(R04) Gen Rev-Own Sources,(R05) Total Taxes,(E001) Total Expenditure,(E002) Total IG Expenditure,(E003) Direct Expenditure,(E024) Total Educ-Direct Exp,(E025) Total Educ-Cur Oper,(E026) Total Educ-Cap Outlay,(E027) Elem Educ-Direct Exp,(E028) Elem Educ-Current Oper (E12),(E029) Elem Educ-Cap Outlay,(E030) Total High Ed-Dir Exp,(E031) Total High Ed-Cur Oper,(E032) High Ed-Aux-Cur Oper (E16),(E033) High Ed-NEC-Cur Oper (E18),(E034) Total High Ed-Cap Out,(E035) Total Other Education,(E036) Educational Assistance (E19),(E037) Educ-NEC-Direct Expend,(E038) Educ-NEC-Current Oper (E21),(E039) Educ-NEC-Cap Outlay,(E052) Health & Hosp-Dir Exp,(E053) Health & Hosp-Cur Oper,(E054) Health & Hosp-Cap Out,(E055) Health-Direct Expend,(E056) Health-Current Oper (E32),(E057) Health-Capital Outlay,(E058) Total Hospital-Dir Exp,(E059) Total Hospital-Cur Op,(E060) Total Hospital-Cap Out,(E061) Own Hospital-Total Exp,(E062) Own Hospital-Cur Oper (E36),(E063) Own Hospital-Cap Out,(E064) Hosp-Other-Direct Exp,(E074) Hous & Com-Direct Exp,(E075) Hous & Com-Cur Oper (E50),(E076) Hous & Com-Cap Outlay,(E090) Public Welf-Direct Exp,(E091) Public Welf-Cur Oper,(E092) Public Welf-Cash Asst,(E093) Welf-Categ-Cash Assist (E67),(E094) Welf-Cash-Cash Assist (E68),(E095) Public Welf-Cap Outlay
Arkansas,2004,17848642,12777195,14654801,9583354,7002200,15911262,4031190,11880072,2549548,2042532,272677,970,0,970,2087324,1815848,180398,1635450,271477,461253,234338,226915,226684,231,1064996,1061726,3270,396496,396419,77,668500,665306,3193,668500,665306,3193,0,17329,17329,0,3758154,3684365,73775,23890,49885,14
Arkansas,2005,18104254,13116026,15575428,10587200,7935421,15870581,4716985,11153595,2442836,2007814,213556,0,0,0,2070441,1857054,188212,1668842,213387,372395,221466,150929,150760,169,916940,906683,10257,248801,248794,7,668139,657889,10250,N/A,N/A,N/A,N/A,16484,16484,0,3850106,3828332,21742,21585,157,33
Arkansas,2006,19376603,14335175,16108198,11066770,8248310,16399253,4749196,11650057,2624085,2079489,290589,0,0,0,2240355,1949906,200036,1749870,290449,383730,254007,129723,129583,140,1002183,954671,47513,250270,250267,4,751913,704404,47509,N/A,N/A,N/A,N/A,18852,18852,0,3900126,3880268,19768,19617,150,91
Arkansas,2007,20777223,15877698,16187744,11288220,8449697,17088020,4915475,12172545,2737367,2135288,353036,0,0,0,2359771,2006735,214040,1792695,353036,377596,249043,128553,128553,0,1120453,1021182,99271,271250,271249,1,849203,749933,99270,N/A,N/A,N/A,N/A,12075,12075,0,4143719,4119238,24481,24445,37,0
Arkansas,2008,16634812,11646636,16247003,11258827,8289980,17234687,4835322,12399366,2784560,2243780,266509,0,0,0,2381870,2115361,223207,1892154,266509,402690,274271,128419,128419,0,1165304,1034284,131020,272911,272911,0,892392,761372,131020,N/A,N/A,N/A,N/A,12234,12234,0,4152123,4134567,17556,17521,35,0
Arkansas,2009,13787091,8318873,16804617,11336399,8250171,17858282,5191256,12667026,2906304,2302451,320269,0,0,0,2518375,2198105,232212,1965893,320269,387929,283584,104346,104346,0,1154977,1022893,132085,229229,229225,4,925748,793668,132080,N/A,N/A,N/A,N/A,9742,9742,0,4232874,4214807,18068,18021,46,0
Arkansas,2010,21604421,15106446,17936650,11438675,8217267,19574587,5497380,14077207,2950321,2337032,286447,0,0,0,2505787,2219340,262463,1956877,286447,444534,326842,117692,117692,0,1154514,1115945,38570,275037,275037,0,879478,840908,38570,N/A,N/A,N/A,N/A,38368,38368,0,4663581,4645802,17779,17734,46,0
Arkansas,2011,24008596,17356345,18367127,11714876,8379847,19874267,5428614,14445653,3249870,2426410,254587,0,0,0,2545704,2291197,256425,2034772,254507,704166,568873,135293,135213,80,1195127,1168842,26284,292302,292302,0,902824,876540,26284,N/A,N/A,N/A,N/A,83303,83300,3,4735194,4718380,16810,16768,41,4
Arkansas,2012,19030343,12929584,17678124,11577365,8555695,20252562,5210531,15042032,3396050,2487552,379001,0,0,0,2728276,2351083,255384,2095699,377193,667774,529497,138277,136469,1808,1251753,1214139,37614,298965,298965,0,952788,915174,37614,N/A,N/A,N/A,N/A,28652,28648,4,5337233,5321873,15360,15318,42,0
Arkansas,2013,21917138,16092771,17611750,11787383,8736052,19862395,5023520,14838876,3314527,2461736,339066,0,0,0,2652597,2313655,271349,2042306,338942,661931,513725,148206,148082,124,1254126,1237932,16193,301673,301673,0,952453,936260,16193,N/A,N/A,N/A,N/A,13262,13258,4,5229500,5215429,14071,14039,32,0
Arkansas,2014,23476142,17372009,18079639,11975506,8947389,20500798,5205260,15295538,3262975,2464018,318907,0,0,0,2642513,2323620,268215,2055405,318893,620463,480050,140412,140398,14,1255244,1242612,12632,304450,304450,0,950794,938162,12632,N/A,N/A,N/A,N/A,16282,16282,0,5718917,5705262,11804,11768,36,1851
Arkansas,2015,21586590,14584013,19379762,12377185,9190212,21367613,5214039,16153574,3167750,2338395,360858,0,0,0,2561814,2201006,268398,1932608,360808,605936,468497,137439,137389,50,1241361,1235085,6276,287785,287780,5,953576,947305,6271,N/A,N/A,N/A,N/A,20850,20850,0,6642465,6630684,9556,9531,25,2225
California,1977,102113760,77105244,81019216,56010700,49238224,87765072,35481335,52283736,10852586,9281296,1003833,124524,124524,0,9368989,8420972,584603,7836369,948017,1359073,567456,791617,735801,55816,2786651,2690706,95945,542824,522892,19931,2243827,2167814,76014,2218381,2142368,76014,25446,23170,15304,7865,10301979,10297426,0,0,0,4553
California,1978,107191793,82636821,86684427,62129455,54592711,89530391,36010476,53519915,11712362,10486868,663135,58487,58487,0,10195730,9632905,674299,8958606,562824,1458145,562359,895786,795476,100311,3218284,3050387,167897,712676,693180,19496,2505608,2357207,148401,2482669,2334268,148401,22938,35745,19278,16468,11521774,11516863,0,0,0,4911
California,1979,101394361,81069967,81838062,61513668,53384191,92454217,44676542,47777675,8797967,7727580,533801,139820,139820,0,7307851,6807908,534065,6273843,499943,1350295,536586,813709,779851,33858,3065260,3002699,62561,664101,653158,10943,2401158,2349540,51618,2385547,2333929,51618,15612,51399,50926,473,10988817,10961054,21296,0,21296,6467
California,1980,103802090,82927862,85150828,64276600,55706750,94381659,44182860,50198800,10174280,9208343,466225,156598,156598,0,8675536,8252463,677719,7574744,423072,1342146,499712,842434,799282,43152,3077056,2821290,255766,627295,618036,9259,2449761,2203254,246506,2442877,2196371,246506,6883,71830,71511,319,10351746,10342789,0,0,0,8957
California,1981,103130342,80650669,85063125,62583452,53465161,101288096,45836118,55451978,11155264,9731034,870280,107205,107205,0,9659397,8792123,767766,8024358,867274,1388661,553950,834712,831705,3006,3603967,3402998,200969,702196,694269,7927,2901771,2708729,193042,2901771,2708729,193042,0,81621,80940,681,11718762,11709638,0,0,0,9123
California,1982,103765382,82139118,84541933,62915669,53589652,99335527,43289672,56045855,11295314,9869162,898100,98186,98186,0,9892250,8995252,810726,8184526,896998,1304878,528052,776826,775723,1103,3512263,3461910,50353,858699,855366,3333,2653564,2606543,47020,2653564,2606543,47020,0,48440,48315,125,11872685,11864892,0,0,0,7793
California,1983,104154772,83052542,83223613,62121382,52971729,101120609,42716632,58403978,10804184,9584049,670741,99026,99026,0,9383322,8715279,785492,7929787,668043,1321836,549394,772442,769744,2699,3386664,3372188,14476,857190,853090,4100,2529474,2519098,10375,2529474,2519098,10375,0,83058,82927,131,11409641,11403404,0,0,0,6237
California,1984,115507361,92428673,92234226,69155538,58439217,102005508,43629777,58375731,11574126,10218747,838509,176930,176930,0,10107593,9271560,843812,8427747,836034,1289603,516870,772732,770257,2475,3454309,3370067,84243,773225,767018,6207,2681084,2603049,78035,2681084,2603049,78035,0,122656,122355,301,10771043,10761751,0,0,0,9291
California,1985,127527076,102351287,101430469,76254680,63775402,114190989,48849673,65341316,13631000,11412551,1470754,180395,180395,0,11865760,10399665,1011433,9388232,1466096,1584844,747694,837150,832491,4659,3931801,3799557,132245,999324,986969,12355,2932477,2812588,119890,2932477,2812588,119890,0,108810,108669,141,11248336,11239031,0,0,0,9304
California,1986,138375979,111535741,108633360,81793122,66776571,124127382,53910583,70216799,14312016,12087759,1265963,203186,203186,0,12250998,10990602,1106748,9883853,1260396,1857833,958295,899538,893971,5566,4473430,4341758,131672,1331467,1318342,13125,3141963,3023416,118547,3141963,3023416,118547,0,106426,106037,389,10878447,10826779,0,0,0,51668
California,1987,146872226,120388036,116720772,90236582,74797445,130360504,57638610,72721894,14440751,12087675,1471285,193213,193213,0,12408464,10943156,1094578,9848578,1465308,1839075,881791,957284,951306,5978,4820500,4646184,174316,1473240,1460369,12871,3347260,3185815,161445,3347260,3185815,161445,0,116919,116268,651,11136964,11101958,0,0,0,35006
California,1988,146712615,120593841,113564418,87445643,72274283,134041735,59614456,74427279,14619094,13022213,899551,185398,185398,0,12717038,11822550,895181,10927369,894488,1716658,697331,1019327,1014264,5063,5035626,4824394,211232,1518441,1502389,16052,3517184,3322005,195179,3517184,3322005,195179,0,108072,107671,401,11875541,11850786,0,0,0,24756
California,1989,156179321,127938265,123189116,94948060,78777157,138737297,63915799,74821498,14322761,12564422,905732,214994,214994,0,12130287,11231880,936531,10295349,898407,1977481,852607,1124873,1117549,7325,4821688,4603751,217937,1232544,1215062,17482,3589145,3388689,200455,3589145,3388689,200455,0,94734,94258,476,12513580,12494611,0,0,0,18969
California,1990,161895887,132195078,125583120,95882311,78738179,143021400,63785632,79235768,14727230,12894272,845496,222450,222450,0,12369206,11529642,883027,10646615,839564,2135574,987461,1148113,1142181,5932,5488240,5324443,163797,1754441,1736943,17498,3733799,3587500,146300,3733799,3587500,146300,0,113781,112658,1123,12691236,12682042,0,0,0,9194
California,1991,157983027,126396457,126470848,94884278,78091053,149031793,63322546,85709247,15251337,13178719,793062,228591,228591,0,12589489,11800708,1072168,10728540,788781,2433258,1279556,1153702,1149421,4281,5766810,5490835,275975,1628596,1558359,70237,4138214,3932476,205738,4138214,3932476,205738,0,121818,121122,696,14790849,14778180,0,0,0,12669
California,1992,172312319,132731993,137249928,97669602,81043510,164258331,69105052,95153279,15613475,13082132,1249130,230025,230025,0,12891307,11647696,1074969,10572727,1243611,2492143,1282213,1209930,1204411,5519,7111088,6725683,385405,2702947,2681943,21004,4408141,4043740,364401,4408141,4043740,364401,0,119845,118821,1024,17397104,17374350,0,0,0,22754
California,1993,178128071,136835671,139067642,97775242,81058269,171517452,72460982,99056471,16117064,13293424,1597972,214332,214332,0,13604946,12011777,889022,11122755,1593169,2297786,1225668,1072117,1067315,4803,7484490,6848540,635950,2861868,2838509,23359,4622622,4010031,612591,4622622,4010031,612591,0,116983,116252,732,17893724,17870414,0,0,0,23310
California,1994,178535876,131649031,142930567,96043722,79478095,167157970,70532154,96625816,15103480,12471603,1096781,190930,190930,0,12143078,11051285,828192,10223093,1091793,2769472,1535096,1234376,1229387,4988,7416633,7018723,397910,3088298,3064465,23833,4328335,3954258,374077,4328335,3954258,374077,0,115246,114928,318,20491871,20464491,0,0,0,27380
California,1995,183988935,137359882,146583798,99954745,82845645,169879519,69818364,100061156,15868282,12795016,1441749,235748,235748,0,12774235,11337358,968098,10369260,1436877,2858299,1631517,1226782,1221910,4873,7467127,7169808,297319,3539387,3515967,23420,3927740,3653841,273899,3927740,3653841,273899,0,91961,91650,311,20046212,19993866,0,0,0,52346
California,1996,186323873,142383988,148321093,104381208,87233531,171246452,73655951,97590500,16392892,13275029,1519883,205682,205682,0,13233862,11719314,863076,10856238,1514548,2953348,1597979,1355369,1350033,5336,8077802,7892361,185441,3878326,3852434,25892,4199476,4039927,159549,4199476,4039927,159549,0,216089,215799,290,19766692,19712902,0,0,0,53790
California,1997,193600047,148788167,153476596,108664716,91066046,173088010,73299053,99788956,16681578,13700145,1325014,211958,211958,0,13408124,12088452,909515,11178937,1319672,3061496,1656420,1405077,1399735,5341,8562780,8306142,256638,4254136,4209821,44316,4308644,4096321,212323,4308644,4096321,212323,0,215434,215161,273,21634903,21604237,0,0,0,30666
California,1998,210821231,165898773,161531531,116609072,98461563,174970174,74235869,100734304,17656216,14326763,1629653,223865,223865,0,14275151,12650953,919648,11731305,1624199,3157200,1699800,1457400,1451946,5454,7809206,7494123,315083,4273556,4239820,33736,3535649,3254303,281346,3535649,3254303,281346,0,215739,215434,305,21868035,21854391,0,0,0,13644
California,1999,219115132,171141770,169877681,121904319,102983884,190172553,83013048,107159506,18907711,15505978,1694408,506,506,0,15620290,13931892,1086000,12845892,1688398,3286915,1707325,1579590,1573579,6011,8749346,8232049,517297,4597861,4374585,223275,4151485,3857463,294022,4151485,3857463,294022,0,219437,219131,306,24255728,24183981,0,0,0,71747
California,2000,237403322,187681169,186890463,137168310,115353722,206147408,90001843,116145564,20668894,17353118,1774321,0,0,0,17346982,15580061,1563814,14016247,1766922,3321912,1541454,1780457,1773058,7400,9575019,9363860,211158,4984445,4967587,16858,4590573,4396273,194300,4590573,4396273,194300,0,198713,198410,303,25477724,25461590,0,0,0,16134
California,2001,235653104,181925928,199379056,145651880,121056327,228144265,93344501,134799764,22035822,18826226,1556021,0,0,0,18121229,16576020,1604299,14971721,1545209,3914593,1653576,2261018,2250205,10812,8708983,8436371,272612,3193184,3174661,18522,5515799,5261709,254090,5515799,5261709,254090,0,218761,218460,301,28238571,28224038,0,0,0,14533
California,2002,199264748,141478802,186399793,128613847,102442168,243640831,98400091,145240740,22777570,19506088,912768,225054,225054,0,18272804,17366228,1610510,15755718,906576,4279711,2358713,1920998,1914806,6192,9005246,8486384,518862,3265401,3248819,16582,5739844,5237565,502280,5739844,5237565,502280,0,212148,211724,424,30321211,30316701,0,0,0,4510
California,2003,251888626,189741286,190641853,128494513,102018113,263344515,108807352,154537163,23462315,19647511,1441978,377134,377134,0,18967333,17530590,1719766,15810824,1436743,4117848,2372826,1745022,1739787,5235,9184177,8120594,1063583,2711030,2640569,70461,6473147,5480025,993122,6473147,5480025,993122,0,396551,395759,792,33512009,33494369,0,0,0,17640
California,2004,288207588,226220147,192757290,130769849,107556637,254722301,100543578,154178723,23058536,17532208,2855755,218906,218906,0,18582228,15727592,1044915,14682677,2854636,4257401,2670573,1586828,1585709,1119,9152260,8391712,760549,2666986,2643791,23195,6485274,5747921,737354,6485274,5747921,737354,0,274895,274895,0,32946816,32940142,0,0,0,6674
California,2005,303738651,241160448,208480823,145902620,119460797,255351089,98239397,157111692,23560435,17588295,3013945,440331,440331,0,18751489,15749356,1367122,14382234,3002133,4368615,2958195,1410420,1398608,11812,9023427,8404497,618930,2503907,2498338,5569,6519520,5906159,613361,N/A,N/A,N/A,N/A,231343,231298,45,36523155,36498567,0,0,0,24588
California,2006,310102783,246986419,221549407,158433044,130908224,264901112,103832595,161068516,23712734,18084435,2494073,424286,424286,0,18686478,16204824,1108086,15096738,2481654,4601970,3134227,1467743,1455324,12419,9073398,8465937,607461,2531686,2487743,43943,6541712,5978194,563517,N/A,N/A,N/A,N/A,218763,218602,161,35332298,35306180,0,0,0,26118
California,2007,340340730,283310708,214134857,157104836,131158256,265718854,106924162,158794693,23860442,18902716,2927899,461271,461271,0,19708885,16786851,1148962,15637889,2922033,3690286,2029827,1660459,1654593,5865,10126623,9160041,966582,2987271,2978054,9217,7139352,6181987,957365,N/A,N/A,N/A,N/A,309290,309101,189,35218394,34991530,0,0,0,226864
California,2008,219292755,162142431,211835760,154685436,129198309,271535751,104441225,167094526,25736469,20769920,2857006,462110,462110,0,21242536,18472774,1321025,17151749,2769762,4031823,2109543,1922280,1835036,87244,11285827,10347757,938070,3728045,3703096,24949,7557782,6644661,913121,N/A,N/A,N/A,N/A,304472,304343,129,37283726,37177415,0,0,0,106312
California,2009,125107266,58249268,205719353,138861355,111591403,280553820,104854190,175699630,27153505,21621125,3261508,390394,390394,0,22619868,19366343,1381923,17984420,3253525,4143243,2270872,1872371,1864388,7983,10800409,10006239,794171,2780378,2750149,30229,8020031,7256090,763941,N/A,N/A,N/A,N/A,412147,411982,166,40016018,39979525,0,0,0,36493
California,2010,306159380,232458031,216248902,142547553,116516617,279604883,98402154,181202729,29995066,24060314,2653385,362675,362675,0,24368976,21720616,1497979,20222637,2648360,5263414,3281367,1982047,1977022,5025,8915444,8243812,671631,1311241,1305866,5375,7604203,6937946,666257,N/A,N/A,N/A,N/A,1315600,1315476,124,39083205,38943688,0,0,0,139517
California,2011,354617375,282430043,225144473,152957141,125562549,297694702,96414688,201280013,30515495,24068497,2719862,351713,351713,0,25083810,22366680,1479236,20887443,2717131,5079972,3727136,1352836,1350105,2731,9692607,8947582,745025,1398028,1382425,15603,8294579,7565157,729422,N/A,N/A,N/A,N/A,364623,364493,130,53905988,53903184,0,0,0,2804
California,2012,259085587,199802938,205804322,146521674,118902405,277753506,88187510,189565996,31788725,25192360,2324144,335664,335664,0,26362217,24040320,1580035,22460285,2321897,5090843,4272221,818622,816376,2246,10406361,9487712,918649,1431721,1426049,5673,8974640,8061664,912976,N/A,N/A,N/A,N/A,270730,270572,158,45455404,45346661,0,0,0,108743
California,2013,320854762,261745879,223521549,164412666,135505396,288514623,96726342,191788281,31050778,24755546,1935006,328899,328899,0,25498789,23602704,1645824,21956880,1896085,5223089,4360226,862863,823943,38921,10841637,9953214,888422,1596483,1555454,41029,9245154,8397760,847393,N/A,N/A,N/A,N/A,191519,191423,96,52729496,52692874,0,0,0,36621
California,2014,353787888,290195891,231015394,167423397,138233756,285831763,91978214,193853550,31447393,24573547,2335567,2549,2549,0,26029729,23696997,1618073,22078924,2332732,5415115,4538279,876836,874000,2835,11751336,10903183,848153,1778237,1771190,7047,9973099,9131994,841105,N/A,N/A,N/A,N/A,247760,247591,169,57644903,57632263,0,0,0,12640
California,2015,319289874,236382756,265437320,182530202,151172643,320579900,97968655,222611245,33001818,25668507,2402773,6,6,0,26815661,24444866,1639403,22805463,2370795,6186151,4930538,1255613,1223635,31978,12364827,11543414,821413,1731601,1727914,3687,10633226,9815500,817726,N/A,N/A,N/A,N/A,265032,265032,0,85124820,85111625,0,0,0,13195
Colorado,1977,9364354,6968093,7828288,5432027,4213447,8414897,2701474,5713424,2020038,1697793,210769,0,0,0,1857928,1647468,268416,1379052,210460,162110,111476,50634,50325,309,524637,514077,10560,127684,123366,4318,396953,390710,6242,362022,355780,6242,34931,2750,2722,27,626718,624086,0,0,0,2632
Colorado,1978,9724626,7340762,8143875,5760011,4406251,8284904,2714594,5570310,1915668,1679785,130614,0,0,0,1751221,1621945,282323,1339622,129276,164447,105269,59178,57840,1338,529588,520539,9048,136048,132141,3908,393539,388399,5140,352952,347812,5140,40587,5202,5038,164,696750,694140,0,0,0,2610
Colorado,1979,9958155,7751579,8339368,6132792,4703919,8220161,2715288,5504873,1942149,1686252,163094,0,0,0,1807917,1645407,262442,1382965,162510,134231,92802,41429,40845,584,528705,514924,13780,150271,143399,6872,378434,371526,6908,335777,328869,6908,42657,1988,1936,52,669495,668646,0,0,0,849
Colorado,1980,9680629,7432565,8030890,5782826,4288449,8067696,2725960,5341736,1745714,1624478,33156,0,0,0,1614986,1582724,254859,1327865,32262,130728,88079,42649,41754,895,555120,533783,21337,158243,150963,7280,396877,382820,14057,356748,342691,14057,40129,3046,3012,35,604192,603645,0,0,0,547
Colorado,1981,9127462,6899406,7571217,5343161,3769788,8634417,2972827,5661590,1773161,1587649,105750,0,0,0,1633193,1529185,249285,1279900,104008,139968,79762,60206,58464,1742,558742,546998,11744,164806,158843,5963,393936,388155,5781,355184,349403,5781,38752,3796,1317,2480,660547,658250,0,0,0,2297
Colorado,1982,9345121,7293217,7796489,5744585,4150951,8928946,2949422,5979524,1814745,1651841,71699,0,0,0,1662607,1594405,273891,1320514,68202,152138,91204,60934,57437,3498,608704,592290,16414,170389,164905,5485,438314,427385,10930,399910,388988,10922,38404,5372,3409,1962,751440,750624,0,0,0,815
Colorado,1983,10001737,8084086,7741761,5824110,4169384,9665767,3012127,6653641,1877960,1724644,82680,0,0,0,1732375,1653572,266285,1387287,78803,145585,70636,74948,71072,3877,671151,653384,17767,195099,186601,8498,476052,466783,9269,432849,423604,9245,43203,7820,6763,1057,784826,783179,0,0,0,1647
Colorado,1984,11126780,8986711,8744068,6603999,4865407,10403041,3472231,6930811,1919295,1755696,93803,0,0,0,1772351,1683964,233670,1450293,88387,146944,69796,77148,71732,5416,677237,668541,8696,202286,198802,3483,474951,469738,5213,432194,427021,5174,42757,10544,10026,518,806430,803490,0,0,0,2940
Colorado,1985,11676466,9479869,9112328,6915731,5039338,10611059,3442555,7168504,2003287,1823324,114528,0,0,0,1846944,1736288,247888,1488401,110656,156343,65435,90908,87035,3872,727563,715410,12153,222424,217503,4921,505139,497908,7232,454709,447493,7216,50430,13536,12783,753,863125,862229,0,0,0,897
Colorado,1986,12963580,10384820,9838885,7260125,5069861,10709142,3155220,7553922,1919983,1710677,140952,0,0,0,1787861,1650542,279671,1370871,137318,132122,68354,63768,60134,3633,747613,696021,51592,282398,244977,37421,465215,451044,14171,421648,407477,14171,43567,23950,23323,627,1053086,1048002,0,0,0,5084
Colorado,1987,13995017,11396120,10244269,7645371,5311766,11384427,3187171,8197256,2052104,1816205,163081,0,0,0,1915369,1753521,264524,1488997,161848,136735,72818,63917,62684,1233,718633,702991,15642,233266,222339,10927,485367,480652,4715,442759,438043,4715,42609,21594,20921,674,1201105,1195623,0,0,0,5481
Colorado,1988,13077877,10693227,10071503,7686854,5461142,11259820,3208431,8051389,2060589,1789150,203756,0,0,0,1926634,1724388,274425,1449963,202246,133956,67683,66273,64762,1511,696503,671850,24653,247427,240383,7044,449076,431467,17609,409581,391972,17609,39495,25148,24685,463,1055854,1053802,0,0,0,2052
Colorado,1989,13316194,10858894,10374882,7917582,5550443,11235714,3204403,8031311,1879256,1641874,161630,0,0,0,1726870,1566822,275949,1290873,160048,152387,75752,76635,75052,1583,759628,696450,63178,287460,250194,37265,472168,446255,25913,431065,405152,25913,41103,37277,30298,6979,1082845,1080960,0,0,0,1885
Colorado,1990,13807608,11283094,10487679,7963166,5566233,11805800,3293508,8512292,2330318,2036950,218803,0,0,0,2184205,1966479,291839,1674640,217726,146113,74565,71548,70470,1077,586493,523249,63244,315273,257571,57702,271220,265678,5542,232661,227119,5542,38559,42349,35609,6741,1112333,1106960,0,0,0,5373
Colorado,1991,13683435,10879766,10833983,8030313,5592754,12168070,3404403,8763667,2400072,2071499,244724,0,0,0,2253722,2012118,245220,1766897,241604,146350,83849,62501,59381,3120,586448,565214,21234,303375,293132,10243,283073,272082,10991,268913,257922,10991,14160,56506,44170,12336,1408128,1405265,0,0,0,2863
Colorado,1992,15334363,12093204,11849973,8608814,5966304,12656544,3326964,9329580,2515875,2183981,235843,0,0,0,2357535,2124556,254174,1870382,232979,158340,96052,62288,59425,2863,554544,544752,9792,303296,296021,7274,251248,248731,2517,245447,242930,2517,5801,46363,46337,25,1837378,1820206,0,0,0,17172
Colorado,1993,16448069,12943823,12860118,9355871,6214330,14225754,3900786,10324967,2580995,2291767,187037,0,0,0,2389330,2204486,267750,1936736,184844,191666,102191,89474,87281,2193,573027,559030,13996,311768,307623,4145,261258,251407,9851,255042,245190,9851,6217,54201,48622,5579,2362681,2354806,0,0,0,7875
Colorado,1994,16680634,13187800,12857422,9364588,6651652,14238193,4084001,10154192,2729825,2384834,235888,0,0,0,2533067,2299913,302262,1997650,233155,196758,109103,87655,84921,2733,551490,543645,7845,315925,312535,3391,235565,231111,4454,229222,224768,4454,6343,71068,48699,22369,1919358,1916962,0,0,0,2396
Colorado,1995,17972189,13799618,14296131,10123561,7047315,15244131,4203753,11040378,3049183,2506291,239650,0,0,0,2642629,2404822,348353,2056469,237807,406554,303242,103312,101469,1843,519075,508927,10148,301337,298144,3193,217738,210783,6955,212006,205051,6955,5733,45714,42556,3159,2537954,2533517,0,0,0,4437
Colorado,1996,17925650,13777576,14292800,10144726,7282359,15433926,4305152,11128774,3164165,2627739,211058,0,0,0,2721997,2516847,360234,2156613,205150,442167,325367,116800,110892,5908,519215,506153,13062,309924,301093,8831,209291,205060,4231,204085,199854,4231,5206,65235,54133,11102,2410625,2404162,0,0,0,6462
Colorado,1997,18872222,15038692,14686053,10852523,7812156,16039225,4456027,11583198,3267893,2830872,312784,0,0,0,3003087,2701236,376872,2324364,301850,264806,124237,140570,129636,10934,522929,504579,18350,319424,306363,13060,203505,198216,5290,197702,192412,5290,5804,49300,47241,2059,2537080,2531829,0,0,0,5251
Colorado,1998,19662877,15607956,15939196,11884275,8576742,16398815,4594143,11804672,3271355,2912671,228259,0,0,0,3016763,2793750,396330,2397420,223013,254593,130425,124168,118921,5246,571653,561602,10051,363333,359798,3535,208320,201805,6516,201936,195420,6516,6385,59311,58145,1166,2726042,2719433,0,0,0,6609
Colorado,1999,20142376,15932539,16712079,12502241,9344367,18705807,5007493,13698314,3363606,2934689,292365,3743,3743,0,3086119,2798431,414754,2383677,287688,273743,136552,137191,132515,4676,575608,562807,12801,368219,364537,3682,207390,198271,9119,203748,194629,9119,3642,56413,55022,1391,3053314,3030847,0,0,0,22467
Colorado,2000,23480929,18937411,17790053,13246535,9738132,19173022,5096621,14076401,3601853,3030037,425757,1811,1811,0,3315685,2898557,426164,2472393,417128,284357,146060,138297,129668,8629,578301,571174,7127,376030,372804,3226,202271,198370,3901,186949,183048,3901,15322,64946,63066,1880,3042978,3018489,0,0,0,24489
Colorado,2001,26464567,21818904,18559868,13914205,10126982,20992835,5231989,15760846,3750523,3206665,387522,0,0,0,3429046,3048803,452090,2596713,380243,321477,156336,165141,157862,7279,570910,561736,9174,363650,360789,2861,207259,200947,6313,189966,183653,6313,17294,64943,62469,2475,3351466,3323429,0,0,0,28037
Colorado,2002,16439738,11346540,18444226,13351028,9121230,22825546,5658948,17166598,3964368,3369930,399015,97,96,1,3597558,3204918,453787,2751131,392641,366712,195424,171289,164916,6373,1319567,1312043,7524,985541,982307,3234,334025,329736,4290,326012,321723,4290,8013,94613,90181,4432,3008125,2937127,0,0,0,70998
Colorado,2003,17783934,12401411,18032083,12649560,8548314,22788315,6010893,16777422,3977171,3347636,409455,104,104,0,3586890,3179868,448632,2731236,407023,390176,220081,170096,167664,2432,1233064,1228813,4251,849478,847371,2107,383586,381443,2143,376317,374174,2143,7269,91589,88947,2642,3281433,3272328,0,0,0,9106
Colorado,2004,28898530,23133504,18703639,12938612,8847619,22637765,6098673,16539091,3838360,3294231,341819,124,122,3,3482191,3142852,456955,2685897,339340,356045,202310,153735,151258,2477,1326700,1322628,4073,918661,915382,3279,408039,407245,794,408039,407245,794,0,90400,87759,2641,3283319,3275023,0,0,0,8296
Colorado,2005,27249399,21744346,19227338,13722286,9282202,22735087,6295935,16439152,3781418,3317800,254618,221,215,6,3438693,3186125,443085,2743040,252568,342504,209000,133504,131460,2044,1287585,1281558,6027,876146,871269,4877,411439,410289,1149,N/A,N/A,N/A,N/A,92315,91320,995,3254828,3242740,0,0,0,12089
Colorado,2006,27602592,22046529,20579708,15023645,10032710,23691026,6608793,17082233,4041427,3433491,366883,170,170,0,3636707,3278902,446206,2832696,357805,404549,241053,163496,154418,9077,1185013,1180730,4283,767291,763731,3560,417722,416999,723,N/A,N/A,N/A,N/A,101235,90818,10418,3451254,3442451,0,0,0,8803
Colorado,2007,30741304,25330941,21138881,15728518,10536127,24284443,6859391,17425051,4354427,3502511,611627,177,177,0,3995625,3391576,463884,2927692,604049,358625,240289,118336,110758,7578,1221735,1217717,4018,770473,767243,3229,451262,450473,789,N/A,N/A,N/A,N/A,93811,84880,8931,3630083,3614214,0,0,0,15869
