State,Year,(R01) Total Revenue,(R02) Total Rev-Own Sources,(R03) General Revenue,(R04) Gen Rev-Own Sources,(R05) Total Taxes,(E001) Total Expenditure,(E002) Total IG Expenditure,(E003) Direct Expenditure,(E024) Total Educ-Direct Exp,(E025) Total Educ-Cur Oper,(E026) Total Educ-Cap Outlay,(E027) Elem Educ-Direct Exp,(E028) Elem Educ-Current Oper (E12),(E029) Elem Educ-Cap Outlay,(E030) Total High Ed-Dir Exp,(E031) Total High Ed-Cur Oper,(E032) High Ed-Aux-Cur Oper (E16),(E033) High Ed-NEC-Cur Oper (E18),(E034) Total High Ed-Cap Out,(E035) Total Other Education,(E036) Educational Assistance (E19),(E037) Educ-NEC-Direct Expend,(E038) Educ-NEC-Current Oper (E21),(E039) Educ-NEC-Cap Outlay,(E052) Health & Hosp-Dir Exp,(E053) Health & Hosp-Cur Oper,(E054) Health & Hosp-Cap Out,(E055) Health-Direct Expend,(E056) Health-Current Oper (E32),(E057) Health-Capital Outlay,(E058) Total Hospital-Dir Exp,(E059) Total Hospital-Cur Op,(E060) Total Hospital-Cap Out,(E061) Own Hospital-Total Exp,(E062) Own Hospital-Cur Oper (E36),(E063) Own Hospital-Cap Out,(E064) Hosp-Other-Direct Exp,(E074) Hous & Com-Direct Exp,(E075) Hous & Com-Cur Oper (E50),(E076) Hous & Com-Cap Outlay,(E090) Public Welf-Direct Exp,(E091) Public Welf-Cur Oper,(E092) Public Welf-Cash Asst,(E093) Welf-Categ-Cash Assist (E67),(E094) Welf-Cash-Cash Assist (E68),(E095) Public Welf-Cap Outlay
United States,1977,1321467013,1077237485,1115296020,871066491,688116671,1269386849,5421862,1263964988,401989299,360488647,34754260,279829220,257608747,22220473,101582103,90579688,9770412,80809276,11002415,20577976,6746392,13831585,12300212,1531372,90109029,81698168,8410861,21500942,20288393,1212549,68608087,61409775,7198312,67025572,59845412,7180160,1582515,13249082,8070918,5178164,135048278,90140334,44354188,39370632,4983556,553755
United States,1978,1350877266,1097892863,1148589091,895604688,703933508,1260652903,5352651,1255300252,402629245,363845030,31530568,278831739,258079956,20751784,103206497,93778703,10058613,83720090,9427795,20591008,7253647,13337361,11986371,1350990,90706362,83878164,6828198,22912979,21893089,1019889,67793384,61985075,5808309,64874843,60012370,4862473,2918541,13447076,8214257,5232819,136971219,93760581,42708882,37772436,4936446,501756
United States,1979,1321846768,1076459647,1120560819,875173698,670802342,1246680493,4875028,1241805465,389962179,352000880,31029622,272227246,251430650,20796596,98133056,89053669,9707338,79346331,9079387,19601877,6931676,12670201,11516561,1153639,92121717,85645809,6475908,23436525,22515427,921098,68685192,63130382,5554810,66424788,61463598,4961190,2260404,15422807,9921806,5501001,131952946,92523810,38911130,34687539,4223591,518006
United States,1980,1298808859,1059983900,1099717378,860892419,642772385,1248577340,5023104,1243554236,383170208,345681879,30883611,267305721,246130108,21175614,97566032,89017228,9813119,79204109,8548803,18298454,6604717,11693737,10534543,1159194,92544406,85517154,7027252,24123610,22749582,1374028,68420796,62767572,5653224,66114189,61082925,5031264,2306607,17435612,10967179,6468433,131027387,93462022,37168163,33323983,3844180,397202
United States,1981,1321266289,1085828445,1104002958,868565114,637557841,1269950567,4883768,1265066799,380124838,344043930,29536250,262138401,242735801,19402600,99380991,90322457,10003862,80318595,9058534,18605446,6544657,12060789,10985673,1075116,94129920,87457080,6672839,25476957,23961209,1515748,68652962,63495871,5157091,66840797,62031323,4809474,1812166,18476132,11464113,7012019,136232876,98436790,37416784,33461974,3954810,379303
United States,1982,1345268999,1130892334,1124058805,909682140,654289285,1288458244,4404559,1284053685,378938509,345758808,26661119,259764315,242904444,16859872,102101321,93023634,10451276,82572358,9077687,17072872,6518582,10554291,9830731,723560,100010716,94263366,5747350,25724054,24968930,755124,74286662,69294435,4992226,72846939,67906675,4940264,1439722,21083313,13079192,8004121,138075003,101641614,36056097,31948401,4107696,377292
United States,1983,1412040012,1197852520,1158320531,944133039,676870262,1348481409,4199979,1344281430,389973108,357441347,25892065,268774372,251641801,17132572,104278211,96178964,10830504,85348461,8099247,16920525,6639696,10280829,9620582,660247,104111036,98257396,5853639,26885966,26026142,859824,77225069,72231254,4993815,75828499,70910037,4918462,1396570,20239557,13287601,6951956,140775479,102580501,37820158,32582113,5238045,374820
United States,1984,1487337123,1266208059,1238076317,1016947254,730427118,1369228598,3928501,1365300097,401737265,368591131,26453333,275787752,259230710,16557043,108614699,99821242,11221945,88599297,8793456,17334814,6692801,10642013,9539179,1102834,105686836,100288789,5398047,28005237,27159456,845781,77681599,73129332,4552266,76282144,71783646,4498498,1399454,21177056,14097096,7079960,147615383,108941262,38230605,32953758,5276847,443516
United States,1985,1586124298,1352283819,1317516124,1083675645,771773480,1449169774,4325049,1444844724,424440999,387475200,29686932,290734780,272324608,18410172,115239617,105042467,11743985,93298482,10197150,18466602,7278867,11187735,10108125,1079610,109214321,103247077,5967244,30201880,29156933,1044948,79012441,74090144,4922297,77658479,72765094,4893386,1353962,22859754,15774376,7085379,153143241,114282791,38330975,32827288,5503687,529475
United States,1986,1694104778,1449521380,1387254259,1142670861,806807569,1551548027,4553994,1546994033,455908482,414359517,33498995,313811295,292166241,21645054,122260782,110979052,12529348,98449704,11281730,19836405,8049971,11786434,11214224,572210,115774797,109636701,6138096,33626876,32449202,1177674,82147921,77187499,4960422,80801565,75881936,4919630,1346356,24404291,16800418,7603873,159563895,118087412,40795349,35093775,5701574,681134
United States,1987,1760683130,1521042550,1433077596,1193437016,844587918,1621241030,5123277,1616117753,472821053,427384147,37144864,327379936,303689379,23690556,125336737,112524386,12354949,100169437,12812350,20104381,8292042,11812339,11170382,641957,119108539,112788639,6319900,35267593,34157048,1110546,83840946,78631592,5209354,82472392,77274513,5197879,1368554,24556922,17475789,7081133,167371393,126069662,40665574,35184487,5481087,636157
United States,1988,1771350385,1535732386,1456084945,1220466946,873017397,1656612008,5324021,1651287987,486222278,440999777,37123087,339986567,316367703,23618864,125596348,112779837,12523598,100256240,12816511,20639362,8099414,12539948,11852236,687712,124098064,117214826,6883238,37040818,35695309,1345509,87057246,81519517,5537729,85946327,80422799,5523528,1110919,26555759,19305061,7250699,173219361,132764139,39838144,34581952,5256192,617078
United States,1989,1823124129,1582621198,1502628966,1262126034,896250956,1702820552,5602552,1697218000,504422300,454547475,41773243,353940353,326063987,27876366,129117438,116022132,12067497,103954636,13095306,21364508,8101581,13262927,12461356,801570,129513163,122928529,6584634,39536706,38173926,1362781,89976457,84754603,5221853,88802057,83591198,5210859,1174400,28171369,20973961,7197407,181513319,141116367,39631098,34243367,5387731,765854
United States,1990,1871680855,1623598364,1540522701,1292440210,909656825,1769811532,5885284,1763926248,522540102,466458960,47144763,366332588,333588149,32744439,133139873,119645494,12208432,107437062,13494379,23067641,8936379,14131262,13225316,905945,135345845,128367961,6977884,43926549,42162474,1764076,91419296,86205487,5213808,90172684,84996672,5176012,1246611,28070895,20823265,7247630,194558099,153003784,40432755,35130596,5302159,1121560
United States,1991,1880930716,1612765803,1570031945,1301867032,914229790,1850316998,6031232,1844285767,538251955,481201634,47423165,378744726,344198110,34546616,137039443,124746490,12498778,112247712,12292953,22467786,9627155,12840631,12257035,583596,141148583,133945189,7203394,46473437,44722470,1750967,94675146,89222720,5452426,93443435,88009810,5433625,1231711,28970356,21333035,7637321,220945401,176712109,43367672,37774454,5593218,865620
United States,1992,2010314843,1707625162,1654113081,1351423400,945802598,1954218572,6136053,1948082519,548453480,486531498,52246924,383946190,347758740,36187450,142121641,126646159,12962392,113683766,15475482,22385649,9675058,12710592,12126599,583993,149631353,142073110,7558242,49720524,47965002,1755522,99910829,94108108,5802720,98564746,92848854,5715892,1346083,29494789,21795808,7698981,262109831,215289226,46030048,40319339,5710709,790557
United States,1993,2084481441,1758623852,1708561861,1382704272,974804986,1990817469,5948936,1984868533,561438456,499815548,51436176,394169958,357917158,36252800,144520614,129842287,12770387,117071900,14678327,22747885,10186732,12561153,12056103,505050,155585853,146907716,8678137,52964929,50797190,2167739,102620924,96110526,6510398,101322581,94840908,6481674,1298343,30795248,22772913,8022335,274084115,226668631,46667767,41080374,5587393,747717
United States,1994,2129462046,1784824152,1760019755,1415381861,1000411554,2021984067,5833508,2016150559,565013593,507453946,46398601,394998546,363503724,31494822,145330727,131003208,13619717,117383491,14327519,24684319,11161046,13523274,12947014,576260,160617398,152369942,8247456,56501406,54109721,2391685,104115991,98260221,5855770,102792842,96950617,5842224,1323150,31825042,25323002,6502040,287602097,241510419,45284159,39533630,5750530,807519
United States,1995,2205198280,1849406185,1818848269,1463056175,1027348625,2101796315,5715318,2096080997,588300866,520224332,55534537,410954630,372372684,38581946,150932676,134662986,13901618,120761368,16269690,26413560,12541997,13871563,13188662,682901,164771053,157177581,7593473,59129790,56811505,2318284,105641264,100366076,5275188,104371624,99098414,5273210,1269640,33451091,26410193,7040898,300329645,254516696,44791947,39315044,5476903,1021002
United States,1996,2286531715,1931700133,1847223241,1492391658,1040878222,2111301018,5921861,2105379157,602525609,527713525,60881937,421997300,378388694,43608605,152173526,135547416,13971598,121575819,16626110,28354783,13930146,14424637,13777415,647223,167397490,159594324,7803166,60675095,58307591,2367504,106722395,101286733,5435662,105473299,100046278,5427022,1249096,34240047,27133671,7106375,292276065,250518328,40681477,35927807,4753670,1076260
United States,1997,2387145480,2025570206,1903870056,1542294782,1075516652,2156870951,5705036,2151165915,617892302,539898847,65089886,434104821,386538623,47566197,156624675,139968294,14573143,125395151,16656381,27162807,12903569,14259238,13391930,867308,163171852,155692391,7479461,62357107,60366189,1990918,100814745,95326202,5488543,99663196,94179284,5483912,1151550,34748255,26641433,8106822,295303659,257758492,36501009,32148549,4352461,1044158
United States,1998,2502331506,2131468104,1985943580,1615080178,1125413710,2223754122,5156053,2218598069,654872047,569455540,71733524,462495864,409861275,52634589,164129002,145822003,15436288,130385716,18306998,28247182,13682984,14564197,13772261,791936,165801318,157524805,8276513,64547984,62460491,2087493,101253334,95064314,6189020,100168197,93992747,6175450,1085137,35912157,27850860,8061297,297565277,264090255,32318040,28150445,4167595,1156982
United States,1999,2552444640,2167430168,2040151440,1655136967,1159962734,2313175712,5457210,2307718503,687519275,595755519,77418480,483524881,425525906,57998975,174585028,155927964,16070522,139857442,18657063,29409367,14345276,15064091,14301648,762442,169811747,161704012,8107736,67758582,65506953,2251629,102053165,96197058,5856107,100950437,95113040,5837397,1102728,35899217,27911608,7987608,306144104,274474630,30459944,26381170,4078774,1209529
United States,2000,2673431237,2271590042,2121484496,1719643301,1200708733,2404501263,5545638,2398955625,717949690,619287781,83916159,502636903,440492538,62144365,184922389,163923100,18108392,145814708,20999289,30390398,14745750,15644648,14872144,772505,175273628,167700998,7572630,70699870,68459302,2240568,104573758,99241696,5332062,103498670,98179698,5318973,1075088,36598121,28086190,8511932,321184601,291581180,28438602,24354046,4084556,1164819
United States,2001,2530623529,2096962204,2204433506,1770772182,1223385952,2541680246,5762726,2535917519,754245669,650679529,87146267,524995171,460214517,64780654,195606415,174312488,19259481,155053007,21293927,33644083,16419873,17224210,16152524,1071686,179348742,171814631,7534111,71553377,69550127,2003250,107795365,102264504,5530861,106702777,101185464,5517313,1092588,36673117,28793197,7879920,344457861,316243922,27185980,23230471,3955509,1027959
United States,2002,2380171869,1905154732,2219816480,1744799343,1192464017,2702885902,5780478,2697105424,783505218,671068507,94437808,541774722,471559893,70214829,206601162,183345405,16935589,166409816,23255756,35129334,17998902,17130432,16163209,967223,193757283,185686143,8071140,78332549,76157662,2174887,115424734,109528480,5896253,114339786,108443941,5895845,1084948,41662763,32520087,9142676,370447704,343633087,25621683,21546071,4075612,1192935
United States,2003,2637248239,2135823876,2271256313,1769831950,1209523197,2787752915,5672774,2782080141,800364439,690574595,91217317,551970342,486123557,65846785,211495076,186963378,17287871,169675507,24531699,36899020,18572527,18326493,17487660,838833,199504164,190283808,9220355,79482380,77461012,2021367,120021784,112822796,7198988,118839125,111659950,7179174,1182659,45439386,35572059,9867327,394765871,367110355,26613635,21730413,4883223,1041880
United States,2004,3054188332,2523300733,2368158539,1837270940,1267953837,2844012184,5806046,2838206138,822071643,708148640,93668121,567060953,500508271,66552682,216628164,190138359,16765239,173373120,26489805,38382525,20254882,18127644,17502010,625633,201939173,193133134,8806039,80770623,78863338,1907285,121168550,114269797,6898753,120091265,113216463,6874803,1077284,46720516,37392594,9327923,421557809,393723746,26790481,21752956,5037525,1043582
United States,2005,3068655752,2536419559,2458804417,1926568224,1333160162,2874199710,5607056,2868592654,835340750,719382570,94393904,575058507,508840071,66218436,220880002,193289094,19133583,174155511,27590907,39402241,21564276,17837965,17253404,584561,206546420,197135146,9411274,80871069,78862865,2008204,125675350,118272280,7403070,,,,,48561367,38998746,9562621,437783423,412422220,24255779,18495133,5760645,1105425
United States,2006,3223891104,2691337114,2583526293,2050972303,1417477619,2941860481,7644338,2934216143,856973155,735792063,98698570,590773928,519377592,71396336,225247596,198474609,19563073,178911536,26772988,40951631,22482523,18469109,17939863,529246,210393362,200323655,10069707,82242798,80058652,2184146,128150564,120265003,7885561,,,,,49440900,39903109,9537791,431941165,407599979,23306368,16453806,6852562,1034817
United States,2007,3506217656,2975140952,2662735968,2131659264,1466924842,3045059438,5339116,3039720322,884405373,757125664,104642751,611547143,536635793,74911350,233120439,204123482,20611277,183512205,28996957,39737790,22636958,17100832,16366388,734444,220443887,209272289,11171598,84649168,82219307,2429861,135794719,127052982,8741737,,,,,52451500,43314167,9137333,438561119,414502116,22827033,15208543,7618490,1231970
United States,2008,2885190994,2359598966,2666241193,2140649165,1463693119,3125925383,5246374,3120679009,909371551,777678820,108195874,622662502,545288511,77373991,245415033,215275152,21683671,193591481,30139880,41294016,23496857,17797159,17115157,682003,231073628,218632708,12440919,87837872,85430606,2407265,143235756,133202102,10033654,,,,,56221893,46084096,10137797,444962361,421092365,22710197,14224599,8485598,1159800
United States,2009,2318494187,1724176430,2684262214,2089944458,1416505312,3307583759,5407891,3302175867,940931929,803937567,111822714,638417969,561902036,76515933,259216258,224542029,22991391,201550637,34674229,43297702,25171648,18126054,17493502,632552,246565756,233682938,12882817,91803402,89331806,2471596,154762353,144351132,10411222,,,,,55111703,46220832,8890871,477739375,452673878,24111968,14746101,9365868,953529
United States,2010,3456541086,2778497765,2729175878,2051132556,1390048395,3386050653,4716477,3381334176,934908851,806118842,101697714,623521698,558043636,65478061,264689717,230293957,24305457,205988500,34395761,46697436,27092295,19605140,17781249,1823892,247048519,235507305,11541215,88459279,86214500,2244779,158589240,149292805,9296436,,,,,58612129,49038939,9573191,495868225,470287319,24612935,15542418,9070518,967970
United States,2011,3625350570,2942971852,2758611551,2076232833,1416344185,3329233708,4526590,3324707118,908570157,789472521,91418316,595636564,539802575,55833989,266572994,232627471,24530237,208097234,33945524,46360599,27679320,18681279,17042475,1638804,245530241,234157677,11372564,86816462,84393718,2422744,158713778,149763958,8949820,,,,,59305622,49824056,9481566,516990050,491056489,25064551,15666300,9398251,869010
United States,2012,3130565574,2526519429,2682930874,2078884730,1432789004,3255313212,4292117,3251021094,897325877,782043926,87363107,584011060,531153765,52857294,267828707,234137230,25166347,208970883,33691477,45486109,27918843,17567266,16752930,814336,248678735,236759198,11919537,87739770,85621750,2118020,160938966,151137448,9801517,,,,,55393926,47847172,7546753,501210033,476452312,23853464,14792038,9061426,904257
United States,2013,3463881202,2870750783,2726516216,2133385797,1476693750,3232897235,3451702,3229445533,891523025,779345811,82004616,578432947,529691798,48741149,265433366,233009158,24898593,208110565,32424208,47656711,30172598,17484113,16644854,839259,248848117,237379267,11468849,88018388,86057908,1960480,160829729,151321359,9508369,,,,,51038991,45361857,5677134,524660775,500854127,22987536,13900199,9087336,819112
United States,2014,3638087182,3035142126,2761388657,2158443601,1492585260,3265451003,3393422,3262057581,905383392,794050430,80335596,586802424,538042821,48759603,269296046,238559111,25194912,213364199,30736935,49284923,30997367,18287556,17448497,839059,255625239,243319740,12305499,89840143,87740262,2099881,165785097,155579478,10205618,,,,,50004234,44311636,5692599,543213126,518967467,23411908,14227419,9184490,833750
United States,2015,3418803448,2761126703,2920124742,2262447997,1567019904,3400879711,3408376,3397471335,937027332,818690737,84994777,610857320,557522994,53334326,273931616,243111325,25746576,217364749,30820291,52238396,33341818,18896578,18056418,840160,264782013,254390418,10391595,92914150,91022683,1891467,171867863,163367735,8500128,,,,,49860800,43664768,6196032,609597153,586093526,22747876,13445439,9302437,755751
Alabama,1977,18292612,14065078,15080586,10853051,7338308,17594057,0,17594057,5771614,5031707,675248,3275567,2931036,344531,1923115,1618431,199450,1418981,304684,572932,64659,508272,482240,26033,2022111,1812441,209670,298141,282883,15257,1723970,1529558,194413,1715995,1522052,193943,7975,164508,98878,65629,1468711,1118611,343749,343581,168,6352
Alabama,1978,18583652,14381686,15358531,11156565,7698349,17724807,0,17724807,6047183,5329531,665963,3469253,3047159,422094,1909274,1699506,188229,1511278,209767,668657,51689,616968,582866,34102,1884783,1657160,227624,320867,291287,29580,1563916,1365872,198044,1562629,1364727,197902,1287,152043,116495,35549,1392453,1069586,320944,320874,69,1923
Alabama,1979,18782412,14503537,15574805,11295930,7670363,17772645,0,17772645,6081223,5398176,619584,3610357,3210323,400033,1875177,1672210,184197,1488013,202966,595690,63462,532227,515643,16585,1896205,1787500,108705,362414,345637,16777,1533791,1441863,91927,1517594,1426059,91536,16196,202202,123503,78699,1445800,1037113,407588,407555,33,1100
Alabama,1980,18437932,14203149,15262459,11027676,7272625,17718735,0,17718735,5732478,5154245,514643,3380078,3071067,309011,1777625,1582638,182224,1400414,194987,574775,63589,511186,500540,10646,2005969,1838084,167885,362728,353972,8756,1643241,1484112,159129,1637408,1478624,158784,5833,265358,142023,123335,1581404,1137544,441965,441936,29,1896
Alabama,1981,19593468,15690557,16454255,12551343,7498433,17555607,0,17555607,5611671,5106248,442653,3292787,3032736,260051,1722279,1550803,179338,1371465,171476,596605,62769,533836,522710,11126,2064895,1892913,171982,356480,347831,8649,1708415,1545082,163333,1704708,1541687,163020,3708,241640,146265,95375,1385825,1020513,359392,359366,26,5919
Alabama,1982,18774370,15349206,15280729,11855566,7292382,18295404,0,18295404,5861327,5133339,659246,3386560,2997526,389035,1914343,1646998,204026,1442972,267345,560424,68742,491681,488815,2866,2212287,2094452,117836,340248,333074,7174,1872039,1761378,110661,1871565,1760904,110661,474,260056,149328,110727,1333551,1021187,309340,309321,20,3024
Alabama,1983,19670700,16295521,15692279,12317100,7597244,19033431,0,19033431,6107221,5336214,708295,3459870,3073577,386292,2034336,1718304,187262,1531042,316032,613015,62712,550303,544332,5971,2243487,2033406,210081,383166,368492,14673,1860322,1664914,195408,1859196,1664074,195123,1126,234966,161352,73613,1331507,1030460,300022,299998,24,1026
Alabama,1984,21609798,18095272,17573948,14059422,8334460,18932957,0,18932957,5929241,5188028,677015,3350540,2965142,385398,2028245,1740136,193485,1546651,288109,550457,64198,486259,482750,3508,2377018,2206236,170782,393836,386153,7683,1983182,1820083,163099,1980570,1820069,160501,2612,251567,158436,93130,1348864,1067758,279258,279240,18,1848
Alabama,1985,22313813,18418536,17809592,13914314,8806364,20620536,0,20620536,6451054,5780818,602426,3574736,3240386,334350,2058363,1850213,186726,1663487,208150,817955,67810,750146,690219,59926,2512587,2313165,199422,460232,451141,9091,2052356,1862024,190332,2028359,1840375,187984,23997,265587,170844,94743,1473869,1200355,270453,269530,923,3062
Alabama,1986,23030466,19170530,18509486,14649549,8953998,21798743,0,21798743,6948400,6330207,537103,3798987,3500579,298408,2252548,2033766,204146,1829620,218782,896865,81090,815775,795862,19913,2942192,2674369,267823,517460,505117,12344,2424731,2169253,255479,2398603,2144688,253915,26128,258755,185483,73272,1425886,1144948,275100,274148,952,5839
Alabama,1987,23225861,19625673,18533836,14933648,9323114,21139093,0,21139093,6658363,6082664,487746,3586966,3374198,212769,2203534,1938313,202155,1736158,265221,867862,87953,779909,770153,9756,2777149,2571188,205961,521049,503786,17263,2256099,2067402,188698,2253994,2065296,188698,2105,257750,182286,75464,1341867,1087795,248236,247827,409,5836
Alabama,1988,24669060,20436191,19342985,15110116,9381896,21707143,0,21707143,7049326,6326739,637311,3788802,3447249,341553,2249852,1968587,230874,1737713,281265,1010672,85276,925396,910903,14493,2782405,2599838,182567,523852,513660,10192,2258554,2086178,172375,2257111,2084736,172375,1443,236616,197013,39604,1397727,1150975,241563,240471,1092,5189
Alabama,1989,24208207,20457761,19239058,15488612,9750975,22515382,0,22515382,7357562,6541260,728076,4270981,3835113,435869,2338366,2074218,221980,1852238,264148,748215,88226,659989,631929,28060,3025331,2829329,196002,636033,623194,12839,2389298,2206135,183163,2387524,2204361,183163,1774,276564,234763,41801,1516773,1266795,237569,237080,489,12409
Alabama,1990,24971146,20886631,19926351,15841835,9732897,23266858,0,23266858,7504013,6620460,785453,4239139,3784735,454403,2438007,2118645,223828,1894818,319362,826867,98100,728767,717079,11688,3281634,3055349,226285,726385,710904,15481,2555248,2344444,210804,2554008,2343204,210804,1240,299619,242243,57376,1946214,1682754,255860,255358,502,7600
Alabama,1991,25536772,21103233,20474700,16041161,9706189,24639094,0,24639094,7593764,6824085,675928,4381778,4016928,364850,2498612,2196878,231031,1965847,301734,713374,93750,619624,610279,9345,3454319,3208758,245561,822642,801855,20787,2631677,2406902,224775,2630781,2406006,224775,896,362972,253859,109113,2418825,2125103,286162,286155,7,7559
Alabama,1992,27051772,22155417,21928428,17032072,10091824,26331312,0,26331312,7211964,6579528,523130,4092224,3794049,298175,2428921,2214296,230381,1983915,214625,690819,109307,581513,571182,10330,4074973,3773169,301804,932382,898911,33471,3142590,2874258,268333,3141372,2873040,268333,1218,295857,197920,97937,3195660,2836198,352186,352181,5,7276
Alabama,1993,27822223,22502232,22691643,17371652,10690426,26310426,0,26310426,7284613,6541408,621363,4150348,3805082,345266,2586085,2323254,224651,2098603,262831,548180,121842,426339,413072,13266,4126943,3803058,323885,961252,933740,27512,3165691,2869318,296373,3164395,2868022,296373,1296,443853,361744,82110,3372621,2984151,381043,381043,0,7427
Alabama,1994,28223996,22946209,23319850,18042063,10803838,27537281,0,27537281,7767116,7006147,626597,4423380,4067565,355815,2732723,2473560,238399,2235161,259163,611013,134372,476641,465022,11619,4448844,4197461,251384,1104706,1056586,48120,3344139,3140875,203264,3343142,3139879,203264,996,398521,334666,63855,3540943,3153694,370111,370094,18,17138
Alabama,1995,29184230,23750105,23994086,18559961,11330595,28696578,0,28696578,8193773,7364793,660638,4699041,4313661,385380,2918555,2651020,250148,2400872,267535,576177,168341,407836,400112,7723,4496206,4267902,228305,1145784,1110241,35543,3350422,3157661,192761,3346610,3153849,192761,3812,473633,330793,142840,3605198,3285009,304279,304279,0,15910
Alabama,1996,29634217,24172633,24493356,19031772,11528708,29159109,0,29159109,8756254,7853834,713723,5392948,4937782,455166,2820289,2565799,257045,2308754,254490,543017,188697,354320,350253,4067,4502075,4279290,222785,1123453,1103421,20032,3378622,3175869,202753,3374636,3171883,202753,3987,427445,323746,103698,3574784,3292980,267180,267180,0,14624
Alabama,1997,31293913,25636849,25082670,19425606,11751473,29818434,0,29818434,9259805,8163644,937068,5793889,5172145,621744,2923170,2612375,258870,2353505,310795,542747,159094,383653,379124,4529,4111573,3874875,236698,1166664,1144173,22491,2944909,2730702,214207,2940889,2726682,214207,4020,457147,334156,122992,3803856,3543676,258077,258077,0,2103
Alabama,1998,32571696,26274354,26512053,20214710,12122703,31484313,0,31484313,9639012,8517971,950848,6120580,5442726,677854,2954068,2686426,271585,2414841,267642,564364,170193,394171,388818,5353,4356775,4139605,217170,1167118,1145845,21273,3189657,2993760,195897,3185641,2989744,195897,4016,443238,385100,58138,4453850,3645736,801722,801722,0,6392
Alabama,1999,33604827,26987309,27489388,20871871,12477410,33259126,0,33259126,10205915,8993643,1032862,6487872,5746878,740994,3126360,2840070,288814,2551256,286290,591683,179410,412273,406695,5578,4601153,4339033,262120,1205284,1181338,23946,3395869,3157695,238174,3392095,3153921,238174,3774,458513,392394,66119,4596458,3797973,790903,790903,0,7583
Alabama,2000,35410026,28407918,28921355,21919247,12958979,34849393,0,34849393,10692339,9166694,1334068,6828151,5880382,947769,3267166,2887875,276817,2611057,379292,597021,191576,405445,398438,7007,5003127,4728299,274828,1172151,1152728,19422,3830977,3575571,255406,3830977,3575571,255406,0,418755,349559,69196,4852308,4041794,807976,807976,0,2538
Alabama,2002,31768117,23516157,30452156,22200197,12804487,37589360,0,37589360,10961966,9530165,1178446,6704767,6008102,696665,3583839,3111664,299300,2812364,472175,673360,253355,420005,410399,9606,5378249,5057374,320875,1294499,1285461,9038,4083750,3771913,311837,4083059,3771221,311837,692,532744,424213,108531,5483344,4508768,970879,970879,0,3697
Alabama,2004,40023179,31651476,31830013,23458310,13218956,39232918,0,39232918,11841362,10233972,1343472,6795205,6135408,659797,4235055,3557654,308041,3249613,677401,811103,263917,547186,540911,6275,5731155,5348575,382580,1342494,1334358,8136,4388661,4014217,374444,4388661,4014217,374444,0,539549,447499,92050,5801480,4792052,1007494,1007494,0,1934
Alabama,2005,40506481,31663194,33216839,24373553,14151777,38534878,0,38534878,11888457,10137593,1481811,7045326,6361519,683807,4236694,3447385,314224,3133161,789309,606437,269053,337385,328689,8695,5732991,5134379,598612,945216,932387,12829,4787775,4201992,585783,,,,,532536,444992,87543,5347216,5233133,111984,78769,33215,2100
Alabama,2006,42025877,32985607,34776302,25736031,14996998,39711954,39578,39672376,12734947,10814165,1633422,7703305,6829140,874165,4400243,3647674,324486,3323188,752569,631399,287360,344039,337351,6688,5524512,5089195,435318,1065062,934619,130443,4459450,4154575,304875,,,,,521653,447819,73834,5289562,5150675,128416,62318,66098,10472
Alabama,2007,45720586,37471304,35300698,27051415,15444093,40901663,0,40901663,13750915,11879426,1534020,8139826,7351202,788624,4920891,4184531,333691,3850840,736361,690197,337469,352728,343693,9035,5172968,4871866,301102,1011142,999117,12024,4161826,3872749,289077,,,,,513571,408950,104621,5439059,5299644,130432,58991,71442,8983
Alabama,2008,34089371,25955794,34886999,26753423,15436295,41673163,0,41673163,14432626,12448340,1635638,8615309,7719672,895638,5100845,4370817,335721,4035096,730029,716472,348648,367824,357852,9972,5371604,4925990,445614,1145027,1108380,36647,4226577,3817610,408967,,,,,457397,421126,36271,5029048,4906544,111344,51288,60056,11160
Alabama,2009,37448314,28015146,35958105,26524937,14974217,45485502,0,45485502,14808732,12426506,1969557,8716578,7690326,1026252,5299105,4379788,351650,4028138,919317,793048,412669,380379,356392,23987,5728445,5392931,335514,1012202,1000178,12023,4716244,4392753,323491,,,,,469339,425171,44168,6018374,5898479,110703,54717,55986,9192
Alabama,2010,45857510,34713167,37890345,26746001,14745710,45929382,0,45929382,14367671,12316494,1613404,8366687,7512813,853875,5164561,4439976,387179,4052798,724585,836423,437773,398649,363705,34945,6244357,5776389,467968,1014241,990092,24149,5230116,4786298,443819,,,,,518537,421176,97361,6544537,6384876,151649,96154,55494,8012
Alabama,2011,43603631,33276849,37058119,26731337,14635989,44656043,0,44656043,14037542,12178433,1389328,7960025,7293985,666040,5232155,4533795,380532,4153262,698360,845362,469781,375581,350654,24927,6088202,5735492,352710,990318,965419,24899,5097884,4770073,327811,,,,,543708,414264,129444,6250040,6094900,126029,68294,57735,29110
Alabama,2012,45167548,35687337,34975824,25495614,14734506,43040123,0,43040123,13022124,11183702,1364908,7460590,6860335,600255,4749707,3999986,388533,3611453,749721,811827,473515,338312,323381,14932,5636733,5305286,331446,949284,932429,16855,4687449,4372857,314592,,,,,524908,444859,80049,6484039,6347704,108873,59938,48935,27462
