State,Year,(R01) Total Revenue,(R02) Total Rev-Own Sources,(R03) General Revenue,(R04) Gen Rev-Own Sources,(R05) Total Taxes,(E001) Total Expenditure,(E002) Total IG Expenditure,(E003) Direct Expenditure,(E024) Total Educ-Direct Exp,(E025) Total Educ-Cur Oper,(E026) Total Educ-Cap Outlay,(E027) Elem Educ-Direct Exp,(E028) Elem Educ-Current Oper (E12),(E029) Elem Educ-Cap Outlay,(E030) Total High Ed-Dir Exp,(E031) Total High Ed-Cur Oper,(E032) High Ed-Aux-Cur Oper (E16),(E033) High Ed-NEC-Cur Oper (E18),(E034) Total High Ed-Cap Out,(E035) Total Other Education,(E036) Educational Assistance (E19),(E037) Educ-NEC-Direct Expend,(E038) Educ-NEC-Current Oper (E21),(E039) Educ-NEC-Cap Outlay,(E052) Health & Hosp-Dir Exp,(E053) Health & Hosp-Cur Oper,(E054) Health & Hosp-Cap Out,(E055) Health-Direct Expend,(E056) Health-Current Oper (E32),(E057) Health-Capital Outlay,(E058) Total Hospital-Dir Exp,(E059) Total Hospital-Cur Op,(E060) Total Hospital-Cap Out,(E061) Own Hospital-Total Exp,(E062) Own Hospital-Cur Oper (E36),(E063) Own Hospital-Cap Out,(E064) Hosp-Other-Direct Exp,(E074) Hous & Com-Direct Exp,(E075) Hous & Com-Cur Oper (E50),(E076) Hous & Com-Cap Outlay,(E090) Public Welf-Direct Exp,(E091) Public Welf-Cur Oper,(E092) Public Welf-Cash Asst,(E093) Welf-Categ-Cash Assist (E67),(E094) Welf-Cash-Cash Assist (E68),(E095) Public Welf-Cap Outlay
United States,1977,768380358,467879693,700275503,399774837,292757277,767788970,7446961,760342009,296103296,272745107,23358190,277283951,255882829,21401121,18799011,16843281,0,16843281,1955731,20334,0,20334,18997,1338,46269422,42105053,4164369,11381932,10857890,524042,34887490,31247164,3640327,33887009,30264834,3622175,1000482,12553425,7737862,4815564,46475940,24490442,21596938,18610078,2986860,388559
United States,1978,779824733,474269396,708083857,402528520,292203228,767335995,8407964,758928031,295111103,273092180,22018923,276455746,256321297,20134449,18653987,16769603,0,16769603,1884383,1370,0,1370,1280,91,45925428,42362110,3563318,11753560,11265425,488135,34171868,31096685,3075183,32235882,29665887,2569995,1935985,12848375,7839366,5009009,43439927,23436844,19676559,17006599,2669960,326524
United States,1979,765996355,456577270,692069799,382650714,263154346,761728580,5351387,756377193,287069639,265544245,21525394,269507336,249648027,19859308,17560945,15895496,0,15895496,1665449,1358,0,1358,721,637,47115183,43615865,3499318,11797342,11223734,573607,35317841,32392131,2925710,34033640,31326295,2707345,1284201,14724368,9379931,5344436,38117446,20971326,16878349,14620554,2257796,267770
United States,1980,742974215,448355632,668631932,374013349,248486615,750104213,5055239,745048974,281774677,260042865,21731813,264532939,244285146,20247793,17237202,15757083,0,15757083,1480119,4536,0,4536,636,3900,47480646,43939839,3540807,11497568,11053388,444180,35983078,32886451,3096627,34429253,31542317,2886936,1553825,16484941,10186145,6298796,35409224,19648281,15544467,13675754,1868712,216476
United States,1981,750513290,459930727,670581101,379998538,247123979,752433548,4547908,747885640,276704295,257027120,19677175,259426472,241039369,18387104,17277251,15987688,0,15987688,1289563,571,0,571,63,508,47124862,43962672,3162190,11577769,11155892,421877,35547093,32806780,2740313,34612792,31952916,2659876,934301,17428165,10603872,6824293,35636859,19836177,15570327,13699356,1870972,230355
United States,1982,774472172,488040976,690283721,403852525,254904256,769666469,4805754,764860715,275041812,257904414,17137398,257176158,241182583,15993576,17865654,16721832,0,16721832,1143822,0,0,0,0,0,52766631,49745693,3020938,12556797,12154143,402654,40209833,37591550,2618284,39245169,36666631,2578539,964664,19884815,11999937,7884878,36114010,20034551,15886319,13927296,1959023,193141
United States,1983,803932656,519799386,710083880,425950611,268896374,797483459,7150850,790332608,283876170,266161515,17714655,266447346,249887337,16560009,17428824,16274177,0,16274177,1154646,0,0,0,0,0,55409382,51731399,3677983,13245210,12786172,459037,42164173,38945227,3218945,41223327,38054141,3169186,940846,18680012,11823336,6856676,33984233,17640707,16204103,13821449,2382654,139424
United States,1984,835009893,546176340,737098841,448265288,281497193,819608431,8204374,811404056,290932733,273691261,17241472,273601931,257431851,16170080,17330802,16259410,0,16259410,1071392,0,0,0,0,0,56488211,53034340,3453871,13541769,13055036,486733,42946442,39979304,2967138,41909159,38995750,2913409,1037284,19311347,12336514,6974833,35558844,18736458,16671493,14027024,2644469,150892
United States,1985,886564283,582353604,780038505,475827827,296212626,860800940,8876130,851924810,306224440,286914037,19310403,288488077,270351701,18136376,17736363,16562336,0,16562336,1174027,0,0,0,0,0,58086071,54405398,3680674,14185833,13692305,493528,43900238,40713093,3187145,42850685,39692435,3158249,1049554,20581904,13579136,7002769,37201023,19704113,17325736,14350038,2975698,171174
United States,1986,940286802,621835330,823318166,504866694,313566134,925307626,10359782,914947844,329918000,307412758,22505242,311305059,290025694,21279365,18612941,17387063,0,17387063,1225877,0,0,0,0,0,60631825,57130653,3501171,15524767,15103195,421572,45107058,42027459,3079599,44060273,40998965,3061308,1046785,21833465,14297856,7535610,38100995,19662457,18222122,15031657,3190465,216416
United States,1987,982435609,656405007,858736115,532705514,330266227,971060512,10955994,960104518,344198902,319508849,24690053,324664971,301387696,23277275,19533931,18121154,0,18121154,1412778,0,0,0,0,0,62353057,58624306,3728751,16056994,15643737,413257,46296063,42980569,3315494,45205495,41897190,3308305,1090568,21827077,14884778,6942299,39537273,21035211,18278889,15176199,3102690,223174
United States,1988,991833402,665832989,869482946,543482534,343794627,994442502,10338567,984103935,357776827,333253335,24523492,337184850,314164908,23019943,20591977,19088428,0,19088428,1503549,0,0,0,0,0,65231719,60936123,4295596,17415829,16825647,590182,47815890,44110477,3705413,46899093,43205380,3693713,916797,23501067,16380010,7121057,39844671,21731279,17887435,14940782,2946652,225958
United States,1989,1016982138,682022559,895676191,560716612,352616849,1019120570,9369070,1009751501,373331538,344086697,29244841,351231777,323789702,27442075,22099761,20296995,0,20296995,1802767,0,0,0,0,0,67659895,63720099,3939796,18417073,17852256,564817,49242822,45867843,3374979,48269034,44897012,3372022,973788,24725887,17673647,7052240,41719405,23134190,18261982,15275526,2986456,323234
United States,1990,1048523794,706281401,925443864,583201471,364737941,1054045693,10583625,1043462068,385631410,351639707,33991703,363071180,331029943,32041237,22560230,20609763,0,20609763,1950467,0,0,0,0,0,70890927,66690224,4200703,20367872,19570724,797148,50523055,47119500,3403555,49470732,46104973,3365759,1052323,24945299,17913576,7031723,43433140,24230290,18723935,15777832,2946103,478916
United States,1991,1065326707,714094781,942764688,591532761,373787335,1083996954,9399135,1074597819,398219973,362779825,35440148,375268816,341466779,33802037,22951157,21313045,0,21313045,1638111,0,0,0,0,0,74143715,69860329,4283386,21902123,21101100,801023,52241592,48759229,3482363,51193380,47729819,3463561,1048212,25909148,18418019,7491129,46725081,26168490,20151072,16952427,3198645,405518
United States,1992,1106894380,738620223,978278402,610004246,386321143,1117923545,12449804,1105473741,402531776,365429659,37102118,380193010,344699751,35493259,22338766,20729907,0,20729907,1608859,0,0,0,0,0,79280107,74616202,4663905,23301552,22417984,883568,55978555,52198218,3780337,54803194,51109685,3693509,1175361,26782434,19224395,7558040,49405506,27987461,21057886,17491284,3566602,360159
United States,1993,1118507685,746683987,991302888,619479190,394400678,1128970837,12071827,1116899010,413212277,376321828,36890449,390019632,354717331,35302301,23192645,21604497,0,21604497,1588148,0,0,0,0,0,82428219,77070788,5357431,24796061,23646422,1149639,57632158,53424367,4207792,56488854,52309786,4179067,1143304,27846899,20109849,7737050,49243275,27955309,20961736,17432714,3529022,326231
United States,1994,1152938800,765772471,1022438745,635272416,403360007,1150121616,14030400,1136091216,413246439,380592151,32654288,391265856,360381444,30884412,21979837,20209961,0,20209961,1769876,745,0,745,745,0,85457191,81007905,4449286,26223735,25001297,1222438,59233456,56006609,3226847,58083308,54870006,3213301,1150148,28554796,22361505,6193291,50514266,29228365,20956432,17532103,3424329,329468
United States,1995,1177931597,774982175,1051896395,648946974,406583365,1180991754,12333320,1168658434,430429653,390512038,39917615,407552965,369582020,37970945,22876688,20930018,0,20930018,1946670,0,0,0,0,0,87807845,83949340,3858505,27085874,26042000,1043873,60721972,57907340,2814631,59588229,56775576,2812653,1133742,30208226,23458773,6749453,50838834,29692233,20771358,17508734,3262625,375243
United States,1996,1214144642,805550847,1071359725,662765930,408777304,1199916483,12383983,1187532500,441545767,396441613,45104154,418301001,375396244,42904757,23244766,21045369,0,21045369,2199397,0,0,0,0,0,89988673,85773884,4214789,27169942,26158143,1011798,62818732,59615741,3202991,61699580,58505229,3194350,1119152,30661194,23952078,6709116,49553342,29750058,19397491,16514997,2882494,405793
United States,1997,1254666891,830299687,1103384457,679017253,419553040,1235132465,12909724,1222222741,453051880,404080421,48971459,429955802,383187689,46768113,23096078,20892733,0,20892733,2203345,0,0,0,0,0,87238316,83086642,4151674,29108297,28335647,772650,58130019,54750995,3379024,57135591,53761199,3374393,994427,31166031,23391547,7774484,48007303,30486822,17126780,14646505,2480276,393701
United States,1998,1322730820,877386035,1154912830,709568045,437553382,1286520547,14679148,1271841399,482470580,428142415,54328164,458298962,406296989,52001973,24171617,21845426,0,21845426,2326191,0,0,0,0,0,90747647,85778029,4969618,30915295,29975840,939455,59832352,55802189,4030163,58857148,54840554,4016593,975204,32402612,24635519,7767092,47288429,32128232,14717319,12406584,2310735,442879
United States,1999,1354852784,888195961,1193665761,727008938,448707988,1335377721,14184731,1321192990,507999798,448071478,59928320,479363097,422228746,57134351,28636701,25842732,0,25842732,2793969,0,0,0,0,0,92430683,87561455,4869228,32395751,31399409,996342,60034932,56162046,3872886,59058244,55204055,3854189,976688,32505496,24804569,7700927,46879417,33212408,13181807,10961728,2220080,485202
United States,2000,1395433638,913838179,1223437865,741842407,457924245,1371266879,14287705,1356979174,527551600,463011619,64539981,497982784,436555480,61427304,29568816,26456139,0,26456139,3112677,0,0,0,0,0,93337354,88831082,4506271,33020691,32133577,887114,60316663,56697505,3619157,59338761,55732660,3606101,977902,32244949,24917153,7327796,47715095,34478852,12717018,10558156,2158861,519226
United States,2001,1429530575,926352062,1278670658,775492146,474354516,1432118553,14747115,1417371438,550350888,483194477,67156412,519257307,455275276,63982031,31093582,27919201,0,27919201,3174380,0,0,0,0,0,96701706,92366646,4335060,34565420,33755264,810156,62136286,58611383,3524903,61157418,57641875,3515543,978868,32366851,25290446,7076406,49465732,36837456,12162045,9976558,2185487,466230
United States,2002,1426943107,901736640,1311932465,786725998,487353382,1502463990,14823906,1487640084,570057785,497476300,72581485,536419200,466849957,69569243,33638586,30626343,0,30626343,3012242,0,0,0,0,0,105178237,100059032,5119205,38596263,37636748,959516,66581974,62422285,4159689,65630082,61470802,4159281,951891,36678650,28302336,8376314,52297663,39875943,11815761,9607142,2208619,605959
United States,2003,1469289821,932651167,1339425819,802787165,502348369,1539234545,15472259,1523762287,580498793,512115767,68383025,545927748,480909005,65018743,34571045,31206762,0,31206762,3364282,0,0,0,0,0,111429445,105982995,5446450,40386561,39547187,839374,71042884,66435808,4607076,70051384,65463142,4588242,991500,39504073,30633703,8870370,53274294,41004065,11824429,9508652,2315777,445801
United States,2004,1565525835,1026043826,1373885373,834403364,527160671,1579789739,16894786,1562894952,595275283,526227828,69047455,559926556,494272063,65654493,35348727,31955765,0,31955765,3392962,0,0,0,0,0,113825654,108488635,5337019,42762922,41994161,768761,71062732,66494473,4568259,70185130,65639484,4545646,877602,41144834,32095436,9049398,53688849,42271105,11063540,8752641,2310898,354204
United States,2005,1586679553,1038009204,1408347999,859677651,543574550,1590728190,16587094,1574141096,603878958,534466712,69412245,567820453,502145026,65675428,36058504,32321687,1788318,30533369,3736818,0,0,0,0,0,116805177,111425335,5379842,43105617,42261345,844272,73699560,69163990,4535570,N/A,N/A,N/A,N/A,42459788,33306821,9152968,54492032,42599641,11350033,8887517,2462516,542359
United States,2006,1654603270,1098281863,1465129230,908807823,575722596,1630192281,15403300,1614788981,617856661,545073001,72783660,581422649,512407237,69015412,36434012,32665764,1731654,30934110,3768248,0,0,0,0,0,119125346,113160498,5964848,43964692,42896289,1068404,75160654,70264209,4896444,N/A,N/A,N/A,N/A,43252610,33945364,9307246,53587787,42074387,11075384,8740427,2334956,438017
United States,2007,1759319094,1182576522,1537062612,960320040,601044341,1713189448,16207283,1696982165,640883066,563391178,77491889,602053690,529124282,72929408,38829376,34266896,1912047,32354848,4562481,0,0,0,0,0,123090857,116459210,6631647,42187793,41108386,1079407,80903065,75350824,5552241,N/A,N/A,N/A,N/A,42492319,33932293,8560026,55097807,44148084,10475640,8217801,2257839,474083
United States,2008,1684960164,1107798793,1542487182,965325812,605335478,1750723290,16735623,1733987667,653877904,573348736,80529169,613587826,537965968,75621858,40290078,35382768,1916287,33466481,4907311,0,0,0,0,0,127255327,119835416,7419911,43070459,41996545,1073914,84184868,77838871,6345997,N/A,N/A,N/A,N/A,44136036,34351073,9784962,55568253,44719360,10371042,8193881,2177162,477851
United States,2009,1608575470,1018590793,1576021252,986036576,628270218,1836712923,16835862,1819877061,672138005,591645035,80492969,629331408,554574887,74756521,42806597,37070148,2146090,34924058,5736448,0,0,0,0,0,137864055,129732785,8131269,45916844,44829732,1087112,91947211,84903053,7044158,N/A,N/A,N/A,N/A,44946414,36635678,8310736,57917875,46791725,10674413,8257743,2416670,451736
United States,2010,1777860066,1186592892,1564319802,973052628,622735257,1811732220,15140476,1796591743,659085766,588522055,70563711,615009095,550690072,64319023,44076671,37831983,2285077,35546907,6244688,0,0,0,0,0,139740893,132355367,7385526,45012953,44039378,973574,94727940,88315989,6411951,N/A,N/A,N/A,N/A,46126665,37634732,8491933,57203226,45851258,10950087,8579692,2370395,401881
United States,2011,1760541349,1177348431,1539226833,956033915,613030075,1749164641,14532977,1734631664,632100852,571278489,60822364,588603879,533557058,55046821,43496973,37721431,2233409,35488022,5775542,0,0,0,0,0,137435513,130335504,7100009,43310448,42274738,1035710,94125065,88060766,6064299,N/A,N/A,N/A,N/A,46480317,37627444,8852873,55313820,43951899,10964718,8502402,2462317,397203
United States,2012,1670942959,1112730241,1506716703,948503985,609037367,1719394455,16243247,1703151208,618079395,560293830,57785565,577371776,525134005,52237771,40707619,35159824,2190870,32968955,5547794,0,0,0,0,0,137682490,130342834,7339657,44376140,43432994,943146,93306350,86909840,6396511,N/A,N/A,N/A,N/A,44987933,37889902,7098031,53953373,43086186,10494423,8041216,2453207,372764
United States,2013,1722547619,1175462053,1501156513,954070947,613866131,1702306065,15740103,1686565962,611648026,558761703,52886322,572208182,524136032,48072149,39439844,34625671,2067061,32558610,4814173,0,0,0,0,0,137625318,130192725,7432593,44258308,43218251,1040057,93367010,86974474,6392536,N/A,N/A,N/A,N/A,41883182,36462045,5421137,52872257,42102908,10346304,7880438,2465866,423046
United States,2014,1774155900,1222079734,1519927353,967851186,624378445,1724794242,16105127,1708689115,621321095,568438593,52882502,579838810,531807695,48031115,41482285,36630898,1938442,34692456,4851387,0,0,0,0,0,141030115,133016292,8013823,45527541,44413176,1114365,95502574,88603116,6899458,N/A,N/A,N/A,N/A,41017698,35645151,5372548,52637647,41715549,10533553,7968001,2565553,388545
United States,2015,1777150241,1206197074,1585318913,1014365746,655977117,1779704490,16334821,1763369669,645469910,589199424,56270486,604244746,551814266,52430480,41225164,37385158,1908633,35476525,3840006,0,0,0,0,0,146440968,140312741,6128227,48799380,47794780,1004600,97641588,92517961,5123627,N/A,N/A,N/A,N/A,40917163,34998306,5918857,54203386,42949595,10962092,8264705,2697387,291699
Alabama,1977,8818569,5354981,7462093,3998504,1848298,8866853,11859,8854994,3146287,2898284,248003,3146287,2898284,248003,0,0,0,0,0,0,0,0,0,0,1157343,1028838,128505,92726,86007,6719,1064617,942831,121786,1057397,936080,121317,7220,164508,98878,65629,33206,27179,121,8,113,5906
Alabama,1978,9229660,5564563,7615113,3950016,1922837,9029730,10608,9019122,3391470,3028917,362552,3391470,3028917,362552,0,0,0,0,0,0,0,0,0,0,964579,823420,141160,93862,83523,10339,870718,739897,130821,869976,739297,130679,742,152043,116495,35549,31921,30521,95,91,4,1305
Alabama,1979,9568592,5766065,7921741,4119215,1965795,9328907,7741,9321167,3527975,3196396,331579,3527975,3196396,331579,0,0,0,0,0,0,0,0,0,0,983340,906264,77076,100713,91891,8821,882627,814372,68255,870006,802143,67863,12621,202202,123503,78699,29438,28827,127,95,33,483
Alabama,1980,9406365,5858620,7726262,4178518,1931720,9196401,6639,9189762,3278932,3030170,248761,3278932,3030170,248761,0,0,0,0,0,0,0,0,0,0,1055364,942591,112773,91772,87995,3777,963592,854596,108996,959214,850563,108651,4378,265358,142023,123335,25954,25223,207,178,29,524
Alabama,1981,9411424,5926911,7718006,4233494,1896553,9122383,6803,9115580,3172440,3008843,163596,3172440,3008843,163596,0,0,0,0,0,0,0,0,0,0,1115662,975770,139892,91227,85480,5747,1024435,890290,134145,1021254,887421,133832,3181,240665,145290,95375,31456,27438,154,128,26,3864
Alabama,1982,9692910,6405791,7831614,4544495,1907918,9628741,5123,9623617,3136732,2974315,162417,3136732,2974315,162417,0,0,0,0,0,0,0,0,0,0,1236158,1141695,94463,85061,80151,4910,1151097,1061544,89553,1150623,1061070,89553,474,259095,148368,110727,26779,26055,147,128,20,577
Alabama,1983,10001473,6716415,8033494,4748436,2025872,9675693,6899,9668794,3307039,3057531,249508,3307039,3057531,249508,0,0,0,0,0,0,0,0,0,0,1158901,1012698,146203,95523,81816,13707,1063378,930882,132496,1062253,930042,132211,1126,233719,160105,73613,28197,27483,305,281,24,409
Alabama,1984,10275508,6960929,8238063,4923484,2165516,10085459,5067,10080392,3240641,2946895,293746,3240641,2946895,293746,0,0,0,0,0,0,0,0,0,0,1414677,1266049,148627,91159,85750,5409,1323518,1180299,143218,1320906,1180285,140620,2612,249582,156452,93130,28937,28422,182,164,18,333
Alabama,1985,10922589,7244041,8766488,5087940,2327306,10516896,6031,10510865,3526434,3219499,306935,3526434,3219499,306935,0,0,0,0,0,0,0,0,0,0,1304111,1175895,128216,96483,92241,4243,1207628,1083655,123974,1183631,1062006,121625,23997,263670,168927,94743,31438,29013,1112,189,923,1313
Alabama,1986,11686197,7812984,9507868,5634655,2472593,11457821,6077,11451745,3697441,3455924,241517,3697441,3455924,241517,0,0,0,0,0,0,0,0,0,0,1627440,1435657,191783,97445,95051,2394,1529994,1340606,189389,1503866,1316041,187825,26128,252382,179110,73272,36156,31528,1125,173,952,3503
Alabama,1987,11640931,8002821,9291210,5653100,2581858,11332225,7793,11324432,3515840,3317946,197895,3515840,3317946,197895,0,0,0,0,0,0,0,0,0,0,1494872,1366282,128590,111154,96874,14279,1383718,1269408,114311,1381613,1267302,114311,2105,252826,177362,75464,37460,33898,728,319,409,2833
Alabama,1988,11766047,7860890,9481990,5576834,2621891,11487290,8030,11479260,3716244,3388205,328039,3716244,3388205,328039,0,0,0,0,0,0,0,0,0,0,1456881,1344463,112418,100954,96512,4442,1355928,1247952,107976,1354485,1246509,107976,1443,228518,188914,39604,42439,39658,1487,395,1092,1294
Alabama,1989,12149511,8107061,9781151,5738701,2750252,12250654,8896,12241758,4204659,3780759,423899,4204659,3780759,423899,0,0,0,0,0,0,0,0,0,0,1635222,1484900,150322,166891,163293,3597,1468332,1321607,146725,1466558,1319833,146725,1774,268749,226948,41801,45079,41273,994,505,489,2812
Alabama,1990,12007336,8208604,9721516,5922785,2806428,12208539,10231,12198307,4206606,3764675,441931,4206606,3764675,441931,0,0,0,0,0,0,0,0,0,0,1682739,1554360,128379,206368,202788,3580,1476371,1351572,124799,1475131,1350331,124799,1240,291819,234444,57376,51826,49298,925,423,502,1603
Alabama,1991,12137668,8216461,9849831,5928624,2845286,12793252,10621,12782631,4330142,3965293,364850,4330142,3965293,364850,0,0,0,0,0,0,0,0,0,0,1647385,1505025,142360,244164,234951,9213,1403221,1270074,133147,1402324,1269177,133147,896,355971,246858,109113,70487,68932,425,418,7,1131
Alabama,1992,12964848,8980133,10588149,6603434,2966252,13658136,9182,13648954,4050509,3752334,298175,4050509,3752334,298175,0,0,0,0,0,0,0,0,0,0,2109049,1904968,204081,285535,274097,11439,1823514,1630871,192643,1822296,1629653,192643,1218,289678,191741,97937,81569,80234,213,208,5,1122
Alabama,1993,12776366,8684674,10436008,6344315,3079992,13149808,11969,13137839,4134067,3788801,345266,4134067,3788801,345266,0,0,0,0,0,0,0,0,0,0,2021288,1772382,248906,311873,300649,11224,1709414,1471733,237681,1708118,1470437,237681,1296,438737,356628,82110,80907,78736,171,171,0,2001
Alabama,1994,13472305,9316487,11102973,6947155,3179778,14012058,14602,13997456,4406112,4050297,355815,4406112,4050297,355815,0,0,0,0,0,0,0,0,0,0,2379097,2197619,181478,351497,337668,13829,2027600,1859952,167649,2026604,1858955,167649,996,394128,330272,63855,89913,82724,152,134,18,7037
Alabama,1995,14012429,9429157,11724083,7140811,3433407,14691976,15663,14676313,4678218,4292838,385380,4678218,4292838,385380,0,0,0,0,0,0,0,0,0,0,2496403,2308802,187601,407946,384702,23244,2088457,1924101,164357,2084645,1920289,164357,3812,468818,325978,142840,54669,54312,124,124,0,233
Alabama,1996,14957740,9981630,12606628,7630518,3586190,15501909,13600,15488309,5371529,4916363,455166,5371529,4916363,455166,0,0,0,0,0,0,0,0,0,0,2513605,2339424,174181,367197,357016,10180,2146409,1982408,164001,2142422,1978421,164001,3987,421819,318121,103698,61951,49780,124,124,0,12047
Alabama,1997,15687659,10198489,13199093,7709922,3652785,15574067,9696,15564370,5793889,5172145,621744,5793889,5172145,621744,0,0,0,0,0,0,0,0,0,0,1989249,1818353,170896,347731,338999,8732,1641518,1479354,162164,1637498,1475334,162164,4020,452098,329194,122905,56437,56137,0,0,0,300
Alabama,1998,16248485,10544111,13693990,7989616,3784753,16504266,9585,16494680,6120580,5442726,677854,6120580,5442726,677854,0,0,0,0,0,0,0,0,0,0,2188448,2018544,169903,377724,368243,9481,1810724,1650301,160423,1806708,1646285,160423,4016,439146,381122,58024,52139,48546,471,471,0,3122
Alabama,1999,16872214,11025825,14182338,8335948,3895525,17513623,4194,17509429,6487872,5746878,740994,6487872,5746878,740994,0,0,0,0,0,0,0,0,0,0,2321448,2127872,193576,387731,370350,17381,1933717,1757522,176195,1929943,1753748,176195,3774,454569,388608,65961,50954,50714,0,0,0,240
Alabama,2000,17956152,11787070,15238591,9069509,4097078,18385120,3369,18381750,6828151,5880382,947769,6828151,5880382,947769,0,0,0,0,0,0,0,0,0,0,2793920,2576949,216971,368327,352049,16279,2425592,2224900,200692,2425592,2224900,200692,0,414737,345592,69145,56135,55528,0,0,0,607
Alabama,2002,18314646,12097718,15623390,9406462,4227917,19291234,16155,19275079,6704767,6008102,696665,6704767,6008102,696665,0,0,0,0,0,0,0,0,0,0,2978820,2747649,231171,368372,361433,6939,2610448,2386216,224232,2609756,2385524,224232,692,526378,417914,108464,68371,66927,0,0,0,1444
Alabama,2004,19416201,13235210,16182136,10001145,4413013,19950744,15251,19935492,6795205,6135408,659797,6795205,6135408,659797,0,0,0,0,0,0,0,0,0,0,3347535,3130893,216642,339702,336293,3409,3007832,2794600,213232,3007832,2794600,213232,0,534507,442513,91994,69493,69456,0,0,0,36
Alabama,2005,19900441,13467429,16720946,10287933,4717035,20264983,12475,20252508,7045326,6361519,683807,7045326,6361519,683807,0,0,0,0,0,0,0,0,0,0,3546240,3311455,234785,387993,381617,6376,3158247,2929838,228409,N/A,N/A,N/A,N/A,525570,439030,86540,60871,60845,0,0,0,25
Alabama,2006,20844509,14023452,17604374,10783316,4968832,21123007,15611,21107396,7703305,6829140,874165,7703305,6829140,874165,0,0,0,0,0,0,0,0,0,0,3590643,3242857,347786,477446,354524,122922,3113197,2888333,224864,N/A,N/A,N/A,N/A,512451,438715,73735,67261,66041,0,0,0,1219
Alabama,2007,22034201,14586240,18757826,11309866,5306537,21024137,16858,21007279,8139826,7351202,788624,8139826,7351202,788624,0,0,0,0,0,0,0,0,0,0,3096094,2887925,208169,303883,299852,4031,2792211,2588073,204139,N/A,N/A,N/A,N/A,503933,399858,104075,53865,52222,161,160,1,1481
Alabama,2008,22152413,14241802,18964340,11053729,5450973,21687375,18834,21668541,8615309,7719672,895638,8615309,7719672,895638,0,0,0,0,0,0,0,0,0,0,3154315,2868687,285628,409745,380051,29694,2744570,2488636,255934,N/A,N/A,N/A,N/A,445237,409076,36161,52226,48461,301,301,0,3464
Alabama,2009,21938273,14416099,19269362,11747188,5797390,23560023,44948,23515074,8716578,7690326,1026252,8716578,7690326,1026252,0,0,0,0,0,0,0,0,0,0,3701231,3458322,242909,401839,395274,6565,3299393,3063048,236344,N/A,N/A,N/A,N/A,454051,410851,43199,68452,67700,389,389,0,363
Alabama,2010,23036492,15486781,19236713,11687001,5593648,23038205,38866,22999339,8366687,7512813,853875,8366687,7512813,853875,0,0,0,0,0,0,0,0,0,0,3955334,3756467,198867,390472,375157,15315,3564862,3381310,183552,N/A,N/A,N/A,N/A,501561,404748,96813,69476,69463,10,2,8,3
Alabama,2011,22377425,14926613,19017675,11566862,5540515,22285916,31893,22254023,7960025,7293985,666040,7960025,7293985,666040,0,0,0,0,0,0,0,0,0,0,4006259,3730560,275699,392557,379639,12918,3613702,3350921,262781,N/A,N/A,N/A,N/A,527228,397987,129241,72812,71399,2,2,0,1411
Alabama,2012,21289016,14274190,18059284,11044459,5392639,21257073,23559,21233514,7460590,6860335,600255,7460590,6860335,600255,0,0,0,0,0,0,0,0,0,0,3618563,3370972,247591,353356,343896,9459,3265207,3027075,238132,N/A,N/A,N/A,N/A,509293,429711,79582,34912,34878,2,2,0,32
Alabama,2013,21133881,14427127,17919440,11212686,5384918,21411003,22504,21388499,7582527,6927734,654793,7582527,6927734,654793,0,0,0,0,0,0,0,0,0,0,3789885,3537237,252648,403028,388880,14147,3386857,3148357,238500,N/A,N/A,N/A,N/A,435728,367869,67858,33708,33558,2,2,0,149
Alabama,2014,20771656,14119451,17513535,10861329,5260517,20972420,20858,20951563,7541659,6961000,580659,7541659,6961000,580659,0,0,0,0,0,0,0,0,0,0,3697462,3474988,222474,325122,316888,8235,3372339,3158100,214239,N/A,N/A,N/A,N/A,450807,402964,47844,30707,30651,2,2,0,54
Alabama,2015,21361885,14672154,18042915,11353184,5507212,21639531,22947,21616584,7508621,6989848,518773,7508621,6989848,518773,0,0,0,0,0,0,0,0,0,0,3880172,3624011,256161,393082,369772,23310,3487090,3254239,232851,N/A,N/A,N/A,N/A,453746,381398,72348,44749,44479,8,8,0,262
Alaska,1977,2109318,1169061,1956736,1016478,629425,2347333,0,2347333,1000665,882865,117801,982701,864901,117801,0,0,0,0,0,17964,0,17964,17964,0,61065,49015,12050,25372,24351,1021,35693,24664,11030,34281,23498,10783,1412,806,806,0,3841,978,164,0,164,2699
Alaska,1978,2368222,1397851,2188234,1217864,692377,2388891,0,2388891,922007,820915,101092,922007,820915,101092,0,0,0,0,0,0,0,0,0,0,64983,61421,3563,34535,33357,1178,30449,28064,2385,25516,25232,284,4933,69,0,69,396,385,0,0,0,11
Alaska,1979,2676340,1591501,2514052,1429213,708501,2911117,1247,2909870,1071056,893832,177224,1071056,893832,177224,0,0,0,0,0,0,0,0,0,0,63492,60625,2866,34514,32278,2236,28977,28347,630,25324,25037,287,3653,72685,1753,70932,3030,3020,0,0,0,10
Alaska,1980,2632474,1627746,2458677,1453950,684194,2959085,0,2959085,1037896,862972,174924,1037896,862972,174924,0,0,0,0,0,0,0,0,0,0,74704,56133,18570,34603,29400,5203,40100,26733,13367,27723,24199,3524,12377,101077,2922,98155,2229,2039,0,0,0,190
